Date de production,Heures,Prévision de production des moyens programmables (MW),"Prévision de production des moyens dits ""fatals"" (MW)"
18/02/2019,17:00,64987,4286
18/02/2019,17:30,66206,4440
18/02/2019,18:00,66355,4572
18/02/2019,18:30,68840,4612
18/02/2019,19:00,68436,4609
18/02/2019,19:30,67481,4629
18/02/2019,20:00,65772,4487
18/02/2019,20:30,64394,4430
18/02/2019,21:00,63094,4250
18/02/2019,21:30,62554,4207
18/02/2019,22:00,62353,4057
18/02/2019,22:30,63890,4084
18/02/2019,23:00,62493,3999
18/02/2019,23:30,61999,3999
19/02/2019,00:00,59105,3916
19/02/2019,00:30,57257,3685
19/02/2019,01:00,58060,3508
19/02/2019,01:30,58164,3445
19/02/2019,02:00,57136,3280
19/02/2019,02:30,56547,3206
19/02/2019,03:00,55765,3183
19/02/2019,03:30,55623,3177
19/02/2019,04:00,55941,3170
19/02/2019,04:30,56296,3219
19/02/2019,05:00,57485,3218
19/02/2019,05:30,59170,3239
19/02/2019,06:00,62176,3400
19/02/2019,06:30,63985,3568
19/02/2019,07:00,66655,3761
19/02/2019,07:30,66742,3851
19/02/2019,08:00,67486,4100
19/02/2019,08:30,67245,4142
19/02/2019,09:00,66575,4237
19/02/2019,09:30,66564,4248
19/02/2019,10:00,66576,4271
19/02/2019,10:30,66351,4154
19/02/2019,11:00,66340,4109
19/02/2019,11:30,66112,4109
19/02/2019,12:00,65492,4072
19/02/2019,12:30,65149,4024
19/02/2019,13:00,64589,3937
19/02/2019,13:30,63724,3882
19/02/2019,14:00,62784,3759
19/02/2019,14:30,62208,3705
19/02/2019,15:00,61807,3704
19/02/2019,15:30,61735,3687
19/02/2019,16:00,62117,3706
19/02/2019,16:30,62802,3679
19/02/2019,17:00,63765,3755
19/02/2019,17:30,65079,3756
19/02/2019,18:00,65412,4114
19/02/2019,18:30,67793,4203
19/02/2019,19:00,67723,4230
19/02/2019,19:30,67176,4260
19/02/2019,20:00,66735,4143
19/02/2019,20:30,65202,4119
19/02/2019,21:00,64779,4040
19/02/2019,21:30,64324,3914
19/02/2019,22:00,63572,3844
19/02/2019,22:30,65075,3850
19/02/2019,23:00,64268,3812
19/02/2019,23:30,63840,3841
20/02/2019,00:00,61203,3519
20/02/2019,00:30,60182,3431
20/02/2019,01:00,60071,3227
20/02/2019,01:30,60356,3142
20/02/2019,02:00,60972,3011
20/02/2019,02:30,60184,3008
20/02/2019,03:00,57308,2970
20/02/2019,03:30,57203,2971
20/02/2019,04:00,56759,2999
20/02/2019,04:30,57460,3000
20/02/2019,05:00,60040,3013
20/02/2019,05:30,61040,3040
20/02/2019,06:00,63699,3472
20/02/2019,06:30,65291,3512
20/02/2019,07:00,66935,3800
20/02/2019,07:30,67116,4014
20/02/2019,08:00,67202,4179
20/02/2019,08:30,67031,4149
20/02/2019,09:00,67002,4277
20/02/2019,09:30,66675,4300
20/02/2019,10:00,66927,4351
20/02/2019,10:30,66099,4366
20/02/2019,11:00,65717,4186
20/02/2019,11:30,65463,4180
20/02/2019,12:00,64874,4052
20/02/2019,12:30,64312,4037
20/02/2019,13:00,63620,3848
20/02/2019,13:30,63099,3782
20/02/2019,14:00,63005,3681
20/02/2019,14:30,62591,3647
20/02/2019,15:00,62914,3703
20/02/2019,15:30,62923,3672
20/02/2019,16:00,63699,3629
20/02/2019,16:30,64575,3599
20/02/2019,17:00,65178,3685
20/02/2019,17:30,66508,3924
20/02/2019,18:00,66457,4174
20/02/2019,18:30,68390,4204
20/02/2019,19:00,67614,4213
20/02/2019,19:30,66728,4254
20/02/2019,20:00,66388,4056
20/02/2019,20:30,65080,4021
20/02/2019,21:00,64050,3885
20/02/2019,21:30,63496,3816
20/02/2019,22:00,63470,3679
20/02/2019,22:30,64808,3723
20/02/2019,23:00,63206,3638
20/02/2019,23:30,62695,3606
21/02/2019,00:00,60807,3556
21/02/2019,00:30,59330,3482
21/02/2019,01:00,58855,3320
21/02/2019,01:30,58942,3263
21/02/2019,02:00,58084,3208
21/02/2019,02:30,57733,3169
21/02/2019,03:00,57202,3167
21/02/2019,03:30,57004,3152
21/02/2019,04:00,56471,3202
21/02/2019,04:30,56580,3215
21/02/2019,05:00,57035,3338
21/02/2019,05:30,58712,3386
21/02/2019,06:00,62043,3671
21/02/2019,06:30,63349,3749
21/02/2019,07:00,66369,3968
21/02/2019,07:30,66980,4063
21/02/2019,08:00,66936,4143
21/02/2019,08:30,66244,4152
21/02/2019,09:00,66264,4239
21/02/2019,09:30,66036,4232
21/02/2019,10:00,65923,4257
21/02/2019,10:30,64954,4277
21/02/2019,11:00,64738,4248
21/02/2019,11:30,64269,4242
21/02/2019,12:00,64168,4077
21/02/2019,12:30,63873,4019
21/02/2019,13:00,63003,3878
21/02/2019,13:30,62422,3774
21/02/2019,14:00,61566,3748
21/02/2019,14:30,61192,3702
21/02/2019,15:00,61372,3629
21/02/2019,15:30,61275,3602
21/02/2019,16:00,62377,3706
21/02/2019,16:30,63404,3708
21/02/2019,17:00,64308,3940
21/02/2019,17:30,66067,3976
21/02/2019,18:00,66101,4202
21/02/2019,18:30,68020,4311
21/02/2019,19:00,67590,4327
21/02/2019,19:30,66955,4307
21/02/2019,20:00,66498,4239
21/02/2019,20:30,65326,4203
21/02/2019,21:00,63641,4006
21/02/2019,21:30,62629,3938
21/02/2019,22:00,62241,3777
21/02/2019,22:30,63769,3777
21/02/2019,23:00,61850,3518
21/02/2019,23:30,61564,3472
22/02/2019,00:00,60846,3454
22/02/2019,00:30,59648,3426
22/02/2019,01:00,59333,3265
22/02/2019,01:30,59229,3236
22/02/2019,02:00,58116,3209
22/02/2019,02:30,57539,3198
22/02/2019,03:00,57250,3164
22/02/2019,03:30,57283,3172
22/02/2019,04:00,57797,3182
22/02/2019,04:30,58369,3181
22/02/2019,05:00,59892,3327
22/02/2019,05:30,61072,3541
22/02/2019,06:00,63704,3753
22/02/2019,06:30,65121,3818
22/02/2019,07:00,66827,4031
22/02/2019,07:30,66944,4060
22/02/2019,08:00,68011,4204
22/02/2019,08:30,67579,4225
22/02/2019,09:00,67406,4287
22/02/2019,09:30,66931,4320
22/02/2019,10:00,66638,4346
22/02/2019,10:30,65609,4362
22/02/2019,11:00,65144,4328
22/02/2019,11:30,64499,4334
22/02/2019,12:00,64747,4249
22/02/2019,12:30,64562,4252
22/02/2019,13:00,64358,4167
22/02/2019,13:30,63408,4166
22/02/2019,14:00,62986,4039
22/02/2019,14:30,62606,3996
22/02/2019,15:00,62697,3929
22/02/2019,15:30,62543,3889
22/02/2019,16:00,62149,3896
22/02/2019,16:30,62230,3882
22/02/2019,17:00,62814,4110
22/02/2019,17:30,63763,4141
22/02/2019,18:00,64292,4296
22/02/2019,18:30,66456,4344
22/02/2019,19:00,66186,4365
22/02/2019,19:30,65680,4372
22/02/2019,20:00,64283,4295
22/02/2019,20:30,63096,4259
22/02/2019,21:00,61898,4060
22/02/2019,21:30,60838,3880
22/02/2019,22:00,60376,3665
22/02/2019,22:30,61398,3608
22/02/2019,23:00,59792,3526
22/02/2019,23:30,59313,3533
23/02/2019,00:00,56055,3663
23/02/2019,00:30,54936,3485
23/02/2019,01:00,54641,3299
23/02/2019,01:30,54564,3191
23/02/2019,02:00,53925,3128
23/02/2019,02:30,53356,3099
23/02/2019,03:00,52399,3078
23/02/2019,03:30,52191,3054
23/02/2019,04:00,52398,3041
23/02/2019,04:30,52420,3032
23/02/2019,05:00,52929,3029
23/02/2019,05:30,53403,3050
23/02/2019,06:00,54075,3191
23/02/2019,06:30,54675,3192
23/02/2019,07:00,55020,3356
23/02/2019,07:30,55134,3349
23/02/2019,08:00,55414,3396
23/02/2019,08:30,55835,3412
23/02/2019,09:00,56219,3499
23/02/2019,09:30,56103,3579
23/02/2019,10:00,55756,3608
23/02/2019,10:30,55121,3620
23/02/2019,11:00,54682,3455
23/02/2019,11:30,54183,3435
23/02/2019,12:00,53213,3212
23/02/2019,12:30,53338,3217
23/02/2019,13:00,52866,3214
23/02/2019,13:30,52242,3190
23/02/2019,14:00,52345,3172
23/02/2019,14:30,52152,3153
23/02/2019,15:00,53503,3301
23/02/2019,15:30,53478,3288
23/02/2019,16:00,54302,3303
23/02/2019,16:30,54981,3304
23/02/2019,17:00,56231,3582
23/02/2019,17:30,57433,3616
23/02/2019,18:00,57962,3700
23/02/2019,18:30,61257,3852
23/02/2019,19:00,60622,3865
23/02/2019,19:30,59780,3879
23/02/2019,20:00,58333,3811
23/02/2019,20:30,57398,3761
23/02/2019,21:00,56968,3660
23/02/2019,21:30,56477,3478
23/02/2019,22:00,56052,3365
23/02/2019,22:30,57376,3364
23/02/2019,23:00,56415,3341
23/02/2019,23:30,56009,3311
24/02/2019,00:00,55457,3292
24/02/2019,00:30,54633,3254
24/02/2019,01:00,55096,3087
24/02/2019,01:30,54727,3029
24/02/2019,02:00,53773,2939
24/02/2019,02:30,53235,2900
24/02/2019,03:00,52397,2882
24/02/2019,03:30,52383,2730
24/02/2019,04:00,52338,2722
24/02/2019,04:30,52407,2723
24/02/2019,05:00,52996,2723
24/02/2019,05:30,53340,2736
24/02/2019,06:00,54047,2849
24/02/2019,06:30,54286,2842
24/02/2019,07:00,55078,2908
24/02/2019,07:30,55117,2904
24/02/2019,08:00,55397,2919
24/02/2019,08:30,55543,2923
24/02/2019,09:00,55493,3007
24/02/2019,09:30,55655,3029
24/02/2019,10:00,55392,3064
24/02/2019,10:30,54800,3084
24/02/2019,11:00,54532,3171
24/02/2019,11:30,54317,3201
24/02/2019,12:00,53989,3280
24/02/2019,12:30,53219,3278
24/02/2019,13:00,52916,3239
24/02/2019,13:30,52089,3075
24/02/2019,14:00,52177,3063
24/02/2019,14:30,51534,3042
24/02/2019,15:00,51411,3049
24/02/2019,15:30,51573,3029
24/02/2019,16:00,52201,3004
24/02/2019,16:30,52904,3003
24/02/2019,17:00,54735,3141
24/02/2019,17:30,56626,3117
24/02/2019,18:00,58870,3479
24/02/2019,18:30,62499,3596
24/02/2019,19:00,62188,3624
24/02/2019,19:30,61825,3716
24/02/2019,20:00,61884,3700
24/02/2019,20:30,61371,3705
24/02/2019,21:00,60331,3459
24/02/2019,21:30,59774,3420
24/02/2019,22:00,60059,3416
24/02/2019,22:30,61492,3411
24/02/2019,23:00,60078,3345
24/02/2019,23:30,59837,3320
25/02/2019,00:00,57949,2868
25/02/2019,00:30,57041,2846
25/02/2019,01:00,56893,2686
25/02/2019,01:30,57008,2645
25/02/2019,02:00,56779,2644
25/02/2019,02:30,56318,2673
25/02/2019,03:00,56000,2699
25/02/2019,03:30,55823,2639
25/02/2019,04:00,56303,2719
25/02/2019,04:30,56724,2726
25/02/2019,05:00,58208,2909
25/02/2019,05:30,59514,3118
25/02/2019,06:00,61961,3318
25/02/2019,06:30,63780,3444
25/02/2019,07:00,65821,3679
25/02/2019,07:30,66236,3749
25/02/2019,08:00,66235,3699
25/02/2019,08:30,65525,3737
25/02/2019,09:00,64832,3824
25/02/2019,09:30,64158,3895
25/02/2019,10:00,63518,3876
25/02/2019,10:30,62511,3860
25/02/2019,11:00,61740,3868
25/02/2019,11:30,61360,3877
25/02/2019,12:00,61212,3662
25/02/2019,12:30,60974,3661
25/02/2019,13:00,60985,3649
25/02/2019,13:30,60656,3613
25/02/2019,14:00,60911,3423
25/02/2019,14:30,60776,3410
25/02/2019,15:00,60795,3362
25/02/2019,15:30,60745,3293
25/02/2019,16:00,61090,3574
25/02/2019,16:30,61585,3639
25/02/2019,17:00,61849,3810
25/02/2019,17:30,62989,3834
25/02/2019,18:00,63421,4154
25/02/2019,18:30,66219,4237
25/02/2019,19:00,66386,4280
25/02/2019,19:30,65925,4289
25/02/2019,20:00,65183,4179
25/02/2019,20:30,64326,4012
25/02/2019,21:00,62546,3806
25/02/2019,21:30,61546,3749
25/02/2019,22:00,61166,3686
25/02/2019,22:30,62114,3714
25/02/2019,23:00,61125,3586
25/02/2019,23:30,61295,3583
26/02/2019,00:00,59824,3369
26/02/2019,00:30,58693,3190
26/02/2019,01:00,58372,3042
26/02/2019,01:30,58347,3033
26/02/2019,02:00,57645,3018
26/02/2019,02:30,57076,3031
26/02/2019,03:00,56760,2995
26/02/2019,03:30,56615,2954
26/02/2019,04:00,57666,2954
26/02/2019,04:30,58062,2960
26/02/2019,05:00,58386,3087
26/02/2019,05:30,59680,3120
26/02/2019,06:00,62950,3316
26/02/2019,06:30,64533,3474
26/02/2019,07:00,65636,3606
26/02/2019,07:30,66103,3648
26/02/2019,08:00,66617,3824
26/02/2019,08:30,66046,3869
26/02/2019,09:00,65133,3977
26/02/2019,09:30,64635,3979
26/02/2019,10:00,63871,3972
26/02/2019,10:30,62781,3968
26/02/2019,11:00,62643,3772
26/02/2019,11:30,62251,3682
26/02/2019,12:00,61761,3554
26/02/2019,12:30,61437,3515
26/02/2019,13:00,61175,3492
26/02/2019,13:30,60741,3457
26/02/2019,14:00,61271,3446
26/02/2019,14:30,60982,3432
26/02/2019,15:00,60937,3541
26/02/2019,15:30,60877,3537
26/02/2019,16:00,61095,3580
26/02/2019,16:30,61629,3549
26/02/2019,17:00,62039,3575
26/02/2019,17:30,62816,3731
26/02/2019,18:00,63849,3843
26/02/2019,18:30,66943,3897
26/02/2019,19:00,67370,4041
26/02/2019,19:30,66745,4067
26/02/2019,20:00,66250,4000
26/02/2019,20:30,65022,3980
26/02/2019,21:00,63724,3765
26/02/2019,21:30,62519,3685
26/02/2019,22:00,62007,3564
26/02/2019,22:30,63394,3562
26/02/2019,23:00,61463,3491
26/02/2019,23:30,60905,3463
27/02/2019,00:00,60803,3088
27/02/2019,00:30,59733,3054
27/02/2019,01:00,59615,2842
27/02/2019,01:30,59552,2834
27/02/2019,02:00,59480,2615
27/02/2019,02:30,59292,2600
27/02/2019,03:00,59277,2565
27/02/2019,03:30,59235,2535
27/02/2019,04:00,58846,2595
27/02/2019,04:30,59201,2600
27/02/2019,05:00,60043,2779
27/02/2019,05:30,61244,3037
27/02/2019,06:00,64118,3258
27/02/2019,06:30,65369,3513
27/02/2019,07:00,66610,3830
27/02/2019,07:30,66708,3883
27/02/2019,08:00,66632,4016
27/02/2019,08:30,65945,4060
27/02/2019,09:00,64480,4052
27/02/2019,09:30,64095,4061
27/02/2019,10:00,62449,4035
27/02/2019,10:30,61641,3924
27/02/2019,11:00,61506,3891
27/02/2019,11:30,61193,3852
27/02/2019,12:00,60864,3490
27/02/2019,12:30,60731,3413
27/02/2019,13:00,60610,3239
27/02/2019,13:30,60036,3162
27/02/2019,14:00,59989,3207
27/02/2019,14:30,59831,3157
27/02/2019,15:00,60127,3406
27/02/2019,15:30,60077,3444
27/02/2019,16:00,59866,3544
27/02/2019,16:30,60395,3543
27/02/2019,17:00,61205,3768
27/02/2019,17:30,62322,3809
27/02/2019,18:00,63243,3947
27/02/2019,18:30,66544,4037
27/02/2019,19:00,66371,4049
27/02/2019,19:30,65773,4047
27/02/2019,20:00,64202,3886
27/02/2019,20:30,63037,3866
27/02/2019,21:00,61284,3761
27/02/2019,21:30,60460,3610
27/02/2019,22:00,59424,3593
27/02/2019,22:30,60386,3612
27/02/2019,23:00,58829,3592
27/02/2019,23:30,58318,3571
28/02/2019,00:00,56550,3342
28/02/2019,00:30,54958,3339
28/02/2019,01:00,54480,3241
28/02/2019,01:30,54095,3227
28/02/2019,02:00,52876,3103
28/02/2019,02:30,51645,3120
28/02/2019,03:00,51421,3128
28/02/2019,03:30,51127,3130
28/02/2019,04:00,51599,3156
28/02/2019,04:30,51684,3122
28/02/2019,05:00,54140,3207
28/02/2019,05:30,55299,3400
28/02/2019,06:00,57419,3558
28/02/2019,06:30,58499,3648
28/02/2019,07:00,60840,4064
28/02/2019,07:30,61216,4105
28/02/2019,08:00,61847,4243
28/02/2019,08:30,61571,4267
28/02/2019,09:00,61460,4345
28/02/2019,09:30,60557,4409
28/02/2019,10:00,59158,4315
28/02/2019,10:30,58504,4300
28/02/2019,11:00,58302,4015
28/02/2019,11:30,58259,4004
28/02/2019,12:00,57781,3801
28/02/2019,12:30,57591,3605
28/02/2019,13:00,57592,3521
28/02/2019,13:30,57097,3443
28/02/2019,14:00,56786,3435
28/02/2019,14:30,56353,3431
28/02/2019,15:00,56583,3441
28/02/2019,15:30,56588,3426
28/02/2019,16:00,56639,3472
28/02/2019,16:30,56672,3564
28/02/2019,17:00,56863,3697
28/02/2019,17:30,58041,3725
28/02/2019,18:00,58182,4120
28/02/2019,18:30,61476,4166
28/02/2019,19:00,61943,4282
28/02/2019,19:30,61277,4315
28/02/2019,20:00,60661,4280
28/02/2019,20:30,59517,4246
28/02/2019,21:00,58681,4055
28/02/2019,21:30,58418,4071
28/02/2019,22:00,57720,3936
28/02/2019,22:30,58900,3895
28/02/2019,23:00,57771,3719
28/02/2019,23:30,57699,3553
01/03/2019,00:00,56729,3334
01/03/2019,00:30,55755,3148
01/03/2019,01:00,55269,3027
01/03/2019,01:30,55342,2992
01/03/2019,02:00,54526,2972
01/03/2019,02:30,53110,2963
01/03/2019,03:00,52650,2956
01/03/2019,03:30,52379,2951
01/03/2019,04:00,51709,3012
01/03/2019,04:30,52330,3016
01/03/2019,05:00,54358,3096
01/03/2019,05:30,55510,3114
01/03/2019,06:00,58786,3439
01/03/2019,06:30,60786,3469
01/03/2019,07:00,63453,3797
01/03/2019,07:30,63409,3989
01/03/2019,08:00,64194,4182
01/03/2019,08:30,64446,4214
01/03/2019,09:00,64188,4376
01/03/2019,09:30,63861,4410
01/03/2019,10:00,63185,4409
01/03/2019,10:30,62908,4402
01/03/2019,11:00,62859,4304
01/03/2019,11:30,62721,4313
01/03/2019,12:00,62068,4050
01/03/2019,12:30,61944,4044
01/03/2019,13:00,61670,3977
01/03/2019,13:30,61130,3965
01/03/2019,14:00,60979,3809
01/03/2019,14:30,60713,3785
01/03/2019,15:00,60556,3729
01/03/2019,15:30,60222,3525
01/03/2019,16:00,60071,3533
01/03/2019,16:30,60414,3644
01/03/2019,17:00,60601,3741
01/03/2019,17:30,61731,3811
01/03/2019,18:00,63105,4003
01/03/2019,18:30,65760,4213
01/03/2019,19:00,65771,4376
01/03/2019,19:30,65876,4406
01/03/2019,20:00,65192,4370
01/03/2019,20:30,63747,4182
01/03/2019,21:00,62546,4016
01/03/2019,21:30,61635,3986
01/03/2019,22:00,61105,3931
01/03/2019,22:30,62262,3940
01/03/2019,23:00,60986,3879
01/03/2019,23:30,60292,3857
02/03/2019,00:00,56947,3691
02/03/2019,00:30,55298,3627
02/03/2019,01:00,54805,3579
02/03/2019,01:30,54673,3580
02/03/2019,02:00,54373,3545
02/03/2019,02:30,53785,3496
02/03/2019,03:00,53028,3268
02/03/2019,03:30,52295,3257
02/03/2019,04:00,51694,3224
02/03/2019,04:30,51760,3218
02/03/2019,05:00,52303,3247
02/03/2019,05:30,52372,3255
02/03/2019,06:00,53072,3380
02/03/2019,06:30,53928,3542
02/03/2019,07:00,54243,3647
02/03/2019,07:30,54548,3676
02/03/2019,08:00,55650,3905
02/03/2019,08:30,55787,4069
02/03/2019,09:00,56180,4257
02/03/2019,09:30,56038,4334
02/03/2019,10:00,56186,4339
02/03/2019,10:30,55634,4342
02/03/2019,11:00,55168,4288
02/03/2019,11:30,54736,4266
02/03/2019,12:00,54030,3976
02/03/2019,12:30,53741,3903
02/03/2019,13:00,53564,3834
02/03/2019,13:30,53148,3791
02/03/2019,14:00,52739,3550
02/03/2019,14:30,52628,3378
02/03/2019,15:00,52396,3321
02/03/2019,15:30,51905,3304
02/03/2019,16:00,51667,3293
02/03/2019,16:30,52068,3297
02/03/2019,17:00,53345,3554
02/03/2019,17:30,54585,3592
02/03/2019,18:00,55522,3965
02/03/2019,18:30,57309,4056
02/03/2019,19:00,57264,4136
02/03/2019,19:30,56290,4159
02/03/2019,20:00,55679,4135
02/03/2019,20:30,54470,3890
02/03/2019,21:00,53136,3709
02/03/2019,21:30,51985,3688
02/03/2019,22:00,51333,3560
02/03/2019,22:30,51895,3552
02/03/2019,23:00,51115,3496
02/03/2019,23:30,50804,3508
03/03/2019,00:00,46669,3614
03/03/2019,00:30,45271,3583
03/03/2019,01:00,43452,3501
03/03/2019,01:30,42050,3476
03/03/2019,02:00,40421,3368
03/03/2019,02:30,40238,3321
03/03/2019,03:00,39302,3009
03/03/2019,03:30,37552,2957
03/03/2019,04:00,37573,2852
03/03/2019,04:30,37467,2825
03/03/2019,05:00,37467,2815
03/03/2019,05:30,37459,2824
03/03/2019,06:00,38591,3022
03/03/2019,06:30,38725,3022
03/03/2019,07:00,38914,3072
03/03/2019,07:30,38911,3070
03/03/2019,08:00,39088,3172
03/03/2019,08:30,39161,3213
03/03/2019,09:00,39328,3390
03/03/2019,09:30,39380,3460
03/03/2019,10:00,39394,3693
03/03/2019,10:30,39304,3738
03/03/2019,11:00,39472,3750
03/03/2019,11:30,39388,3774
03/03/2019,12:00,38979,3730
03/03/2019,12:30,38648,3742
03/03/2019,13:00,37426,3505
03/03/2019,13:30,36720,3471
03/03/2019,14:00,36407,3295
03/03/2019,14:30,36395,3286
03/03/2019,15:00,36377,3245
03/03/2019,15:30,36414,3236
03/03/2019,16:00,38861,3385
03/03/2019,16:30,39504,3407
03/03/2019,17:00,40457,3738
03/03/2019,17:30,42022,3789
03/03/2019,18:00,44502,4116
03/03/2019,18:30,45665,4179
03/03/2019,19:00,46325,4182
03/03/2019,19:30,45937,4183
03/03/2019,20:00,44926,4161
03/03/2019,20:30,44115,4149
03/03/2019,21:00,43235,3854
03/03/2019,21:30,42687,3795
03/03/2019,22:00,42914,3642
03/03/2019,22:30,44056,3622
03/03/2019,23:00,43309,3441
03/03/2019,23:30,43448,3421
04/03/2019,00:00,42531,2843
04/03/2019,00:30,42785,2812
04/03/2019,01:00,41636,2660
04/03/2019,01:30,41124,2610
04/03/2019,02:00,40933,2601
04/03/2019,02:30,39423,2605
04/03/2019,03:00,38339,2600
04/03/2019,03:30,38301,2609
04/03/2019,04:00,38265,2617
04/03/2019,04:30,38973,2610
04/03/2019,05:00,42386,2786
04/03/2019,05:30,43649,2818
04/03/2019,06:00,50543,3210
04/03/2019,06:30,51489,3295
04/03/2019,07:00,54058,3541
04/03/2019,07:30,54825,3662
04/03/2019,08:00,54952,3907
04/03/2019,08:30,55228,3928
04/03/2019,09:00,54910,3850
04/03/2019,09:30,54808,3864
04/03/2019,10:00,54742,3833
04/03/2019,10:30,54763,3814
04/03/2019,11:00,54899,3747
04/03/2019,11:30,54905,3734
04/03/2019,12:00,54999,3660
04/03/2019,12:30,54669,3648
04/03/2019,13:00,54069,3650
04/03/2019,13:30,53693,3651
04/03/2019,14:00,53436,3652
04/03/2019,14:30,52670,3642
04/03/2019,15:00,52475,3666
04/03/2019,15:30,52345,3646
04/03/2019,16:00,52400,3697
04/03/2019,16:30,52926,3705
04/03/2019,17:00,53957,3784
04/03/2019,17:30,54857,3834
04/03/2019,18:00,55731,4088
04/03/2019,18:30,57967,4111
04/03/2019,19:00,58356,4141
04/03/2019,19:30,58234,4147
04/03/2019,20:00,56231,4051
04/03/2019,20:30,55411,3975
04/03/2019,21:00,54190,3866
04/03/2019,21:30,53649,3850
04/03/2019,22:00,54082,3768
04/03/2019,22:30,54755,3723
04/03/2019,23:00,53554,3573
04/03/2019,23:30,53658,3573
05/03/2019,00:00,51394,3591
05/03/2019,00:30,49563,3557
05/03/2019,01:00,49011,3319
05/03/2019,01:30,49316,3255
05/03/2019,02:00,49118,3079
05/03/2019,02:30,48083,3033
05/03/2019,03:00,47924,2976
05/03/2019,03:30,47871,2961
05/03/2019,04:00,47956,2965
05/03/2019,04:30,48082,2961
05/03/2019,05:00,48912,3110
05/03/2019,05:30,49886,3184
05/03/2019,06:00,53456,3495
05/03/2019,06:30,55087,3559
05/03/2019,07:00,56251,3736
05/03/2019,07:30,56573,3947
05/03/2019,08:00,57561,4088
05/03/2019,08:30,57417,4121
05/03/2019,09:00,57035,4012
05/03/2019,09:30,57189,4047
05/03/2019,10:00,56642,3918
05/03/2019,10:30,56376,3890
05/03/2019,11:00,56292,3780
05/03/2019,11:30,56000,3742
05/03/2019,12:00,56052,3733
05/03/2019,12:30,55949,3776
05/03/2019,13:00,55645,3783
05/03/2019,13:30,55315,3788
05/03/2019,14:00,56151,3632
05/03/2019,14:30,56818,3619
05/03/2019,15:00,56763,3831
05/03/2019,15:30,56753,3835
05/03/2019,16:00,57319,3886
05/03/2019,16:30,57690,3888
05/03/2019,17:00,58891,3965
05/03/2019,17:30,60131,4087
05/03/2019,18:00,61090,4265
05/03/2019,18:30,63411,4332
05/03/2019,19:00,63570,4399
05/03/2019,19:30,63111,4434
05/03/2019,20:00,62001,4412
05/03/2019,20:30,60535,4362
05/03/2019,21:00,60041,4245
05/03/2019,21:30,58773,4191
05/03/2019,22:00,58188,3959
05/03/2019,22:30,58977,3985
05/03/2019,23:00,57499,3875
05/03/2019,23:30,57218,3873
06/03/2019,00:00,55497,3678
06/03/2019,00:30,54178,3625
06/03/2019,01:00,53588,3386
06/03/2019,01:30,53371,3377
06/03/2019,02:00,52120,3296
06/03/2019,02:30,51019,3291
06/03/2019,03:00,50031,3270
06/03/2019,03:30,49693,3284
06/03/2019,04:00,48959,3357
06/03/2019,04:30,49451,3349
06/03/2019,05:00,50126,3507
06/03/2019,05:30,51033,3532
06/03/2019,06:00,54748,3869
06/03/2019,06:30,56406,3932
06/03/2019,07:00,59662,4183
06/03/2019,07:30,59862,4366
06/03/2019,08:00,60527,4507
06/03/2019,08:30,60463,4512
06/03/2019,09:00,60021,4551
06/03/2019,09:30,59731,4566
06/03/2019,10:00,59326,4538
06/03/2019,10:30,58577,4545
06/03/2019,11:00,58189,4384
06/03/2019,11:30,57999,4372
06/03/2019,12:00,57007,4218
06/03/2019,12:30,56867,4183
06/03/2019,13:00,55816,4043
06/03/2019,13:30,55682,4024
06/03/2019,14:00,55705,3870
06/03/2019,14:30,55546,3858
06/03/2019,15:00,55757,4043
06/03/2019,15:30,55685,4058
06/03/2019,16:00,55616,4136
06/03/2019,16:30,55627,4131
06/03/2019,17:00,55728,4242
06/03/2019,17:30,56213,4264
06/03/2019,18:00,56401,4490
06/03/2019,18:30,57908,4527
06/03/2019,19:00,59158,4536
06/03/2019,19:30,59114,4558
06/03/2019,20:00,58074,4450
06/03/2019,20:30,57148,4236
06/03/2019,21:00,56248,4138
06/03/2019,21:30,55631,4091
06/03/2019,22:00,55118,3925
06/03/2019,22:30,55932,3845
06/03/2019,23:00,54243,3728
06/03/2019,23:30,53780,3688
07/03/2019,00:00,51453,3566
07/03/2019,00:30,50459,3566
07/03/2019,01:00,49030,3299
07/03/2019,01:30,48786,3289
07/03/2019,02:00,48530,3315
07/03/2019,02:30,48346,3349
07/03/2019,03:00,47676,3309
07/03/2019,03:30,48066,3317
07/03/2019,04:00,47773,3313
07/03/2019,04:30,48533,3309
07/03/2019,05:00,49985,3396
07/03/2019,05:30,51257,3424
07/03/2019,06:00,53955,3842
07/03/2019,06:30,55287,3891
07/03/2019,07:00,56636,4254
07/03/2019,07:30,56791,4310
07/03/2019,08:00,57308,4472
07/03/2019,08:30,57056,4492
07/03/2019,09:00,57045,4533
07/03/2019,09:30,56307,4549
07/03/2019,10:00,55923,4414
07/03/2019,10:30,55692,4404
07/03/2019,11:00,55225,4383
07/03/2019,11:30,55031,4352
07/03/2019,12:00,54747,4132
07/03/2019,12:30,54504,4098
07/03/2019,13:00,54003,3927
07/03/2019,13:30,53452,3894
07/03/2019,14:00,53256,3823
07/03/2019,14:30,53145,3802
07/03/2019,15:00,53022,3762
07/03/2019,15:30,52877,3597
07/03/2019,16:00,53750,3714
07/03/2019,16:30,54364,3817
07/03/2019,17:00,54400,3938
07/03/2019,17:30,55882,3938
07/03/2019,18:00,56509,4252
07/03/2019,18:30,58531,4395
