STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1832;20180105;   10;  27.5;  12.6;    3;   7.5;   4;    0.000;-999;   7.6;   6.4;  840.24;    0.6;  100.00;    2.8;   -1.6;-999;eor
       1832;20180106;   10;  12.0;   5.8;    3;   0.0;   0;    7.483;-999;   7.0;   6.6;  846.07;    2.1;   92.71;    4.0;    0.2;-999;eor
       1832;20180107;   10;  14.1;   5.1;    3;   0.0;   0;    2.117;-999;   7.8;   5.5;  854.53;    1.7;   80.63;    4.7;   -0.9;-999;eor
       1832;20180108;   10;  14.2;   6.5;    3;   0.0;   0;    3.800;-999;   5.2;   5.1;  857.70;    1.9;   74.00;    6.5;   -0.6;-999;eor
       1832;20180109;   10;  23.1;  12.0;    3;   0.0;   0;    2.250;-999;   5.7;   5.9;  852.01;    3.6;   74.25;    5.6;    2.1;-999;eor
       1832;20180110;   10;   9.8;   4.2;    3;   0.0;   0;    6.617;-999;   6.0;   4.8;  849.28;    1.1;   72.58;    3.3;   -1.0;-999;eor
       1832;20180111;   10;   6.4;   3.5;    3;   0.0;   7;    7.167;-999;   5.7;   4.3;  850.81;   -0.7;   74.04;    1.6;   -2.7;-999;eor
       1832;20180112;   10;   7.4;   3.7;    3;   0.3;   8;    0.717;-999;   6.7;   4.7;  857.23;   -2.8;   94.92;   -1.4;   -4.8;-999;eor
       1832;20180113;   10;   9.7;   5.2;    3;   0.0;   7;    0.983;-999;   8.0;   3.8;  856.65;   -5.7;   95.08;   -4.0;   -8.3;-999;eor
       1832;20180114;   10;  10.0;   4.3;    3;   0.0;   7;    0.000;-999;   8.0;   3.3;  853.67;   -7.4;   93.67;   -6.9;   -8.0;-999;eor
       1832;20180115;   10;  18.6;   5.9;    3;   5.3;   7;    4.450;-999;   6.7;   3.4;  849.88;   -6.2;   87.75;   -3.3;   -9.0;-999;eor
       1832;20180116;   10;  28.7;  13.1;    3;  17.4;   4;    0.000;-999;   7.8;   4.7;  834.85;   -3.3;   97.79;   -1.3;   -5.4;-999;eor
       1832;20180117;   10;  31.9;  14.6;    3;  20.1;   7;    0.000;-999;   7.7;  -999;  835.16;   -6.2;-999;   -4.9;   -7.5;-999;eor
       1832;20180118;   10;  39.0;  16.2;    3;  45.6;   7;    0.000;-999;   7.8;  -999;  838.23;   -4.3;-999;   -1.4;   -6.7;-999;eor
       1832;20180119;   10;  25.1;  11.7;    3;   7.7;   7;    0.000;-999;   7.8;  -999;  842.02;   -5.3;-999;   -3.9;   -6.5;-999;eor
       1832;20180120;   10;  18.1;   8.8;    3;  15.4;   7;    0.000;-999;   7.6;   3.6;  841.18;   -6.1;   93.04;   -5.4;   -7.0;-999;eor
       1832;20180121;   10;  16.7;   6.6;    3;  16.0;   7;    0.000;-999;   7.3;   3.4;  843.29;   -6.8;   92.88;   -5.7;  -10.3;-999;eor
       1832;20180122;   10;  23.5;   9.7;    3;   3.5;   8;    0.000;-999;   7.8;   4.0;  845.55;   -5.5;   94.83;   -1.5;   -9.7;-999;eor
       1832;20180123;   10;  20.6;  10.9;    3;   0.3;   8;    0.000;-999;   8.0;   4.8;  856.17;   -3.1;   99.08;   -2.6;   -3.8;-999;eor
       1832;20180124;   10;  19.2;  11.4;    3;   1.2;   4;    0.000;-999;   8.0;   6.1;  858.42;    1.1;   93.00;    5.1;   -3.0;-999;eor
       1832;20180125;   10;  20.2;  10.1;    3;   0.0;   0;    5.767;-999;   8.0;   5.2;  854.10;    2.8;   69.42;    4.5;    0.7;-999;eor
       1832;20180126;   10;  10.6;   4.8;    3;   0.0;   0;    6.400;-999;   6.5;   5.1;  853.90;    2.9;   67.21;    5.6;    1.0;-999;eor
       1832;20180127;   10;  18.0;   3.0;    3;   0.0;   7;    3.883;-999;   5.0;   5.1;  862.26;   -0.4;   86.00;    3.2;   -3.0;-999;eor
       1832;20180128;   10;  25.0;  14.6;    3;   0.5;   8;    0.000;-999;   7.9;   5.5;  864.15;   -1.3;   99.29;   -0.1;   -2.4;-999;eor
       1832;20180129;   10;  27.9;  15.3;    3;   9.1;   4;    0.650;-999;   8.0;   6.0;  860.80;   -0.3;   99.50;    0.0;   -0.8;-999;eor
       1832;20180130;   10;  28.5;  11.3;    3;   0.2;   8;    5.900;-999;   5.8;   4.7;  859.58;   -2.9;   94.58;    0.0;   -4.8;-999;eor
       1832;20180131;   10;  23.0;   9.5;    3;  -999;-999;    1.167;-999;   7.9;   5.2;  849.47;   -1.8;   96.71;   -0.5;   -3.7;-999;eor
       1832;20180201;   10;  21.0;   9.5;    3;  -999;   8;    0.000;-999;   7.6;   4.6;  838.96;   -3.5;   95.63;   -1.0;   -6.7;-999;eor
       1832;20180202;   10;  15.6;   8.4;    3;   0.6;   7;    0.000;-999;   7.7;   3.6;  840.86;   -6.2;   93.21;   -5.7;   -7.0;-999;eor
       1832;20180203;   10;  14.3;   6.6;    3;   2.2;   7;    0.000;-999;   7.6;   3.5;  839.97;   -6.4;   93.17;   -5.8;   -8.5;-999;eor
       1832;20180204;   10;   7.4;   3.1;    3;   0.6;   7;    6.267;-999;   6.7;   3.2;  847.42;   -7.6;   90.92;   -2.7;   -9.8;-999;eor
       1832;20180205;   10;   8.7;   4.5;    3;   0.0;   7;    4.783;-999;   7.7;   2.9;  853.37;   -8.8;   92.08;   -7.8;  -10.1;-999;eor
       1832;20180206;   10;   7.1;   3.6;    3;   0.0;   0;    8.967;-999;   5.3;   2.6;  847.22;   -5.8;   65.71;   -1.0;  -10.8;-999;eor
       1832;20180207;   10;  12.5;   5.1;    3;   2.6;   7;    0.767;-999;   7.1;   3.4;  844.57;   -4.3;   78.21;   -0.2;   -8.0;-999;eor
       1832;20180208;   10;   7.5;   2.9;    3;   0.5;   7;    1.300;-999;   7.9;   3.2;  849.19;   -6.9;   87.33;   -5.2;   -8.1;-999;eor
       1832;20180209;   10;   5.4;   1.9;    3;   0.0;   7;    6.017;-999;   4.1;   3.0;  848.57;   -6.6;   81.79;   -3.7;   -9.5;-999;eor
       1832;20180210;   10;  13.3;   5.5;    3;  -999;   7;    0.000;-999;   7.8;   3.2;  848.05;   -7.7;   93.04;   -6.8;   -8.9;-999;eor
       1832;20180211;   10;  20.0;   8.9;    3;  -999;   7;    0.017;-999;   7.9;   3.6;  842.30;   -6.4;   93.92;   -4.9;   -7.4;-999;eor
       1832;20180212;   10;  17.6;   8.2;    3;  -999;   7;    0.117;-999;   7.8;   3.4;  845.30;   -7.0;   93.29;   -5.2;   -9.2;-999;eor
       1832;20180213;   10;  10.4;   3.3;    3;  -999;   7;    3.867;-999;   4.4;   2.6;  847.75;   -9.3;   84.79;   -6.0;  -11.0;-999;eor
       1832;20180214;   10;   7.6;   3.5;    3;  -999;   7;    1.300;-999;   3.8;   2.6;  849.27;   -9.6;   86.46;   -7.5;  -11.1;-999;eor
       1832;20180215;   10;  14.7;   7.6;    3;  -999;   8;    1.867;-999;   6.6;   2.7;  851.48;   -7.9;   77.29;   -1.3;  -11.4;-999;eor
       1832;20180216;   10;  11.9;   6.4;    3;  -999;   7;    0.367;-999;   5.2;   4.3;  856.60;   -3.8;   92.92;   -1.2;   -6.8;-999;eor
       1832;20180217;   10;  12.4;   5.6;    3;  -999;   7;    0.150;-999;   6.5;   2.9;  853.31;   -6.5;   79.13;   -3.9;   -7.7;-999;eor
       1832;20180218;   10;  11.0;   5.2;    3;  -999;   7;    0.317;-999;   6.9;   3.1;  856.45;   -7.6;   90.29;   -5.8;   -9.7;-999;eor
       1832;20180219;   10;  10.5;   5.4;    3;  -999;   7;    8.700;-999;   5.2;   2.5;  851.03;   -5.9;   63.83;   -2.1;  -10.2;-999;eor
       1832;20180220;   10;  11.0;   3.9;    3;  -999;   8;    0.000;-999;   7.8;   3.1;  847.22;   -8.1;   92.42;   -6.4;   -9.7;-999;eor
       1832;20180221;   10;  16.0;   7.7;    3;  -999;   7;    5.500;-999;   6.7;   2.5;  849.52;   -9.1;   81.46;   -6.9;  -11.1;-999;eor
       1832;20180222;   10;  17.4;   9.3;    3;  -999;   7;    0.100;-999;   7.8;   2.3;  848.13;  -11.2;   89.29;   -9.8;  -11.9;-999;eor
       1832;20180223;   10;  15.8;   7.4;    3;  -999;   7;    2.700;-999;   7.2;   2.3;  848.18;  -11.3;   88.38;   -9.5;  -12.8;-999;eor
       1832;20180224;   10;  20.3;   9.7;    3;  -999;   7;    6.500;-999;   4.2;   1.6;  850.42;  -12.6;   69.42;   -9.2;  -17.0;-999;eor
       1832;20180225;   10;  15.6;   7.3;    3;  -999;   7;    7.700;-999;   3.0;   1.2;  850.81;  -17.3;   78.63;  -14.9;  -19.9;-999;eor
       1832;20180226;   10;  16.5;   8.3;    3;  -999;   7;-999;-999;   7.8;   1.1;  846.82;  -19.1;   84.00;  -16.9;  -20.5;-999;eor
       1832;20180227;   10;  11.8;   5.6;    3;  -999;   7;-999;-999;   7.8;   1.1;  843.08;  -19.7;   84.21;  -16.3;  -21.7;-999;eor
       1832;20180228;   10;  16.9;   7.2;    3;  -999;   7;-999;-999;   7.7;   1.1;  844.96;  -19.4;   83.21;  -15.9;  -21.7;-999;eor
       1832;20180301;   10;  15.2;   7.0;    3;  -999;   7;-999;-999;   7.3;   1.3;  839.13;  -10.8;   52.46;   -3.3;  -16.6;-999;eor
       1832;20180302;   10;   9.8;   4.1;    3;  -999;   7;-999;-999;   5.3;   1.9;  831.93;   -5.0;   48.79;   -0.3;  -11.2;-999;eor
       1832;20180303;   10;  11.2;   4.0;    3;  -999;   7;-999;-999;   5.6;   3.4;  833.97;   -5.7;   85.13;   -1.2;  -10.8;-999;eor
       1832;20180304;   10;  12.4;   5.2;    3;  -999;   7;-999;-999;   6.9;   4.4;  837.95;   -2.7;   87.46;    1.3;   -6.0;-999;eor
       1832;20180305;   10;  11.3;   5.1;    3;  -999;   7;-999;-999;   7.9;   4.4;  835.53;    1.0;   66.08;    3.1;   -1.5;-999;eor
       1832;20180306;   10;  20.4;   4.8;    3;  -999;   8;-999;-999;   7.9;   4.5;  829.01;   -2.5;   88.08;    1.3;   -5.8;-999;eor
       1832;20180307;   10;  18.4;  10.7;    3;  -999;   8;-999;-999;   8.0;   5.1;  834.10;   -2.2;   98.08;   -1.3;   -3.4;-999;eor
       1832;20180308;   10;  18.7;   9.8;    3;  -999;   7;    1.200;-999;   6.8;   4.5;  842.10;   -3.0;   91.67;   -1.7;   -4.2;-999;eor
       1832;20180309;   10;  18.1;  10.5;    3;  -999;   8;    0.000;-999;   7.8;   5.1;  845.41;   -1.7;   95.00;    1.0;   -4.0;-999;eor
       1832;20180310;   10;  14.2;   8.4;    3;  -999;-999;    1.217;-999;   7.8;   6.3;  845.45;    1.8;   91.13;    3.6;   -0.2;-999;eor
       1832;20180311;   10;  12.3;   7.2;    3;  -999;-999;    6.800;-999;   7.1;   6.3;  840.60;    5.3;   71.63;    7.9;    2.3;-999;eor
