STATIONS_ID;MESS_DATUM;QN_7;SD_SO;eor
        102;2014100413;   10; 60.00;eor
        102;2014100414;   10; 60.00;eor
        102;2014100415;   10; 60.00;eor
        102;2014100416;   10; 60.00;eor
        102;2014100417;   10; 25.00;eor
        102;2014100418;   10;  0.00;eor
        102;2014100419;   10;  0.00;eor
        102;2014100420;   10;  0.00;eor
        102;2014100503;   10;  0.00;eor
        102;2014100504;   10;  0.00;eor
        102;2014100505;   10;  0.00;eor
        102;2014100506;   10;  0.00;eor
        102;2014100507;   10;  0.00;eor
        102;2014100508;   10;  0.00;eor
        102;2014100509;   10; 28.00;eor
        102;2014100510;   10;  2.00;eor
        102;2014100511;   10; 22.00;eor
        102;2014100512;   10; 43.00;eor
        102;2014100513;   10; 37.00;eor
        102;2014100514;   10; 13.00;eor
        102;2014100515;   10;  9.00;eor
        102;2014100516;   10;  0.00;eor
        102;2014100517;   10;  0.00;eor
        102;2014100518;   10;  0.00;eor
        102;2014100519;   10;  0.00;eor
        102;2014100520;   10;  0.00;eor
        102;2014100603;   10;  0.00;eor
        102;2014100604;   10;  0.00;eor
        102;2014100605;   10;  0.00;eor
        102;2014100606;   10;  0.00;eor
        102;2014100607;   10;  0.00;eor
        102;2014100608;   10;  4.00;eor
        102;2014100609;   10; 52.00;eor
        102;2014100610;   10; 60.00;eor
        102;2014100611;   10; 60.00;eor
        102;2014100612;   10; 60.00;eor
        102;2014100613;   10; 60.00;eor
        102;2014100614;   10; 60.00;eor
        102;2014100615;   10; 54.00;eor
        102;2014100616;   10;  1.00;eor
        102;2014100617;   10;  0.00;eor
        102;2014100618;   10;  0.00;eor
        102;2014100619;   10;  0.00;eor
        102;2014100620;   10;  0.00;eor
        102;2014100703;   10;  0.00;eor
        102;2014100704;   10;  0.00;eor
        102;2014100705;   10;  0.00;eor
        102;2014100706;   10;  0.00;eor
        102;2014100707;   10;  0.00;eor
        102;2014100708;   10;  0.00;eor
        102;2014100709;   10;  0.00;eor
        102;2014100710;   10;  0.00;eor
        102;2014100711;   10;  0.00;eor
        102;2014100712;   10;  0.00;eor
        102;2014100713;   10; 13.00;eor
        102;2014100714;   10;  0.00;eor
        102;2014100715;   10; 15.00;eor
        102;2014100716;   10; 60.00;eor
        102;2014100717;   10; 37.00;eor
        102;2014100718;   10;  0.00;eor
        102;2014100719;   10;  0.00;eor
        102;2014100720;   10;  0.00;eor
        102;2014100803;   10;  0.00;eor
        102;2014100805;   10;  0.00;eor
        102;2014100806;   10;  0.00;eor
        102;2014100807;   10; 19.00;eor
        102;2014100808;   10; 37.00;eor
        102;2014100809;   10; 47.00;eor
        102;2014100810;   10; 21.00;eor
        102;2014100811;   10; 11.00;eor
        102;2014100812;   10;  0.00;eor
        102;2014100813;   10;  0.00;eor
        102;2014100814;   10;  0.00;eor
        102;2014100815;   10;  0.00;eor
