STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       4911;20180106;   10;   5.2;   1.7;    3;   0.0;   0;    2.333;   0;   7.9;   8.8;  966.35;    5.1;   98.96;    7.5;    0.9;    0.0;eor
       4911;20180107;   10;   5.3;   1.8;    3;   0.0;   0;    0.000;   0;   8.0;   7.4;  976.21;    2.8;   99.21;    4.5;    0.9;   -0.4;eor
       4911;20180108;   10;  10.8;   3.2;    3;   0.0;   0;    2.883;   0;   5.3;   7.2;  979.79;    3.8;   90.58;    7.0;    0.9;   -0.7;eor
       4911;20180109;   10;   9.7;   3.7;    3;   0.0;   0;    0.850;   0;   6.6;   8.0;  972.10;    6.5;   82.50;   12.1;    0.4;   -2.5;eor
       4911;20180110;   10;   3.9;   1.3;    3;   0.0;   6;    0.000;   0;   8.0;   7.2;  970.84;    2.3;   99.50;    4.6;    0.0;   -2.1;eor
       4911;20180111;   10;   4.3;   1.6;    3;   0.0;   6;    0.000;   0;   8.0;   7.0;  973.89;    2.3;   97.25;    3.3;    1.0;    1.3;eor
       4911;20180112;   10;   5.8;   1.5;    3;   0.1;   8;    0.083;   0;   7.6;   6.8;  981.62;    2.6;   92.29;    4.7;    0.7;   -1.7;eor
       4911;20180113;   10;   8.5;   2.1;    3;   0.0;   0;    0.000;   0;   7.9;   6.0;  981.72;    1.7;   87.33;    4.3;   -0.3;   -2.7;eor
       4911;20180114;   10;   4.9;   1.7;    3;   0.0;   8;    0.000;   0;   7.9;   5.4;  979.15;    1.0;   82.83;    2.3;    0.0;   -0.3;eor
       4911;20180115;   10;  11.1;   3.9;    3;   1.6;   8;    0.383;   0;   6.9;   5.2;  974.82;   -0.6;   88.75;    1.3;   -3.3;   -5.6;eor
       4911;20180116;   10;  20.8;   5.6;    3;   3.6;   8;    0.433;   0;   7.5;   6.4;  957.37;    3.2;   83.29;    7.7;   -1.2;   -1.1;eor
       4911;20180117;   10;  15.2;   5.8;    3;   2.8;   8;    1.967;   0;   6.8;   5.8;  959.89;    1.8;   82.79;    3.1;   -0.1;   -0.5;eor
       4911;20180118;   10;  20.1;   6.8;    3;   8.3;   8;    0.067;   0;   7.5;   6.7;  962.80;    3.8;   83.54;    8.3;    1.0;   -0.6;eor
       4911;20180119;   10;  14.4;   3.9;    3;   7.3;   8;    2.617;   0;   6.6;   6.1;  966.38;    2.4;   84.50;    5.0;   -1.9;   -3.8;eor
       4911;20180120;   10;   8.5;   2.6;    3;   6.8;   8;    0.883;   5;   7.4;   6.0;  965.29;    0.6;   94.38;    2.5;   -1.3;   -5.4;eor
       4911;20180121;   10;  10.2;   2.8;    3;   1.1;   8;    0.000;   6;   7.1;   5.9;  968.07;    0.4;   93.79;    1.6;   -5.0;   -7.2;eor
       4911;20180122;   10;   8.2;   3.3;    3;   1.9;   8;    0.000;   4;   7.6;   5.6;  970.38;   -0.5;   95.42;    1.6;   -1.4;   -1.7;eor
       4911;20180123;   10;   6.2;   2.2;    3;   0.7;   6;    0.000;   3;   7.9;   6.8;  981.65;    2.6;   92.67;    5.2;    1.1;    0.3;eor
       4911;20180124;   10;   7.2;   3.3;    3;   0.4;   6;    3.017;   0;   7.8;   7.5;  981.88;    3.6;   94.25;    7.0;    1.3;   -0.5;eor
       4911;20180125;   10;   6.5;   2.9;    3;   0.0;   0;    5.667;   0;   7.9;   7.0;  975.90;    3.1;   91.33;    7.5;   -0.4;   -2.4;eor
       4911;20180126;   10;   7.6;   3.0;    3;   0.0;   6;    2.350;   0;   7.3;   6.5;  975.73;    1.7;   94.83;    4.9;   -0.8;   -2.7;eor
       4911;20180127;   10;   4.9;   1.6;    3;   0.0;   6;    0.000;   0;   7.8;   6.4;  987.60;    1.4;   95.33;    2.4;    0.4;    0.5;eor
       4911;20180128;   10;  10.0;   2.8;    3;   0.0;   6;    0.000;   0;   7.9;   7.4;  990.59;    5.1;   85.29;    8.5;    0.5;   -0.5;eor
       4911;20180129;   10;  13.9;   3.8;    3;   1.8;   6;    0.000;   0;   7.9;   8.3;  986.48;    7.7;   79.13;    8.5;    6.9;    5.9;eor
       4911;20180130;   10;  12.0;   3.5;    3;   0.0;   6;    2.617;   0;   7.3;   7.2;  984.96;    5.2;   81.50;    8.1;   -1.6;   -3.1;eor
       4911;20180131;   10;   7.8;   2.8;    3;   2.3;   6;    4.950;   0;   7.0;   7.4;  972.48;    5.4;   83.42;   10.8;    0.5;    0.3;eor
       4911;20180201;   10;  10.7;   3.1;    3;   3.2;   8;    0.000;   0;   7.6;   7.2;  961.87;    4.0;   87.71;    7.6;    0.7;   -0.7;eor
       4911;20180202;   10;   7.8;   2.5;    3;   0.0;   7;    2.883;   0;   7.4;   5.4;  964.82;    1.9;   78.13;    5.0;   -0.8;   -1.9;eor
       4911;20180203;   10;   7.3;   2.0;    3;   0.2;   8;    0.167;   0;   7.9;   5.7;  963.96;    1.3;   84.29;    3.3;   -0.4;   -1.1;eor
       4911;20180204;   10;   3.7;   1.3;    3;   0.0;   8;    1.667;   0;   5.6;   5.4;  972.26;   -0.2;   89.25;    2.7;   -3.4;   -6.7;eor
       4911;20180205;   10;   6.9;   1.6;    3;   0.0;   0;    7.617;   0;   1.6;   4.4;  979.01;   -1.1;   79.46;    3.4;   -5.5;   -8.8;eor
       4911;20180206;   10;   8.2;   2.3;    3;   0.0;   0;    8.250;   0;   4.0;   4.3;  971.44;   -1.8;   80.04;    2.3;   -6.2;   -8.9;eor
       4911;20180207;   10;   5.1;   1.8;    3;   4.0;   7;    0.000;   0;   7.4;   4.8;  968.72;   -1.8;   88.83;    1.0;   -4.5;   -7.1;eor
       4911;20180208;   10;   3.8;   1.4;    3;   0.5;   7;    0.150;   6;   7.8;   5.3;  974.62;   -0.3;   88.42;    2.2;   -1.7;   -2.5;eor
       4911;20180209;   10;   4.4;   1.4;    3;   0.0;   0;    0.000;   1;   8.0;   5.1;  973.93;   -0.3;   84.46;    1.0;   -1.2;   -1.8;eor
       4911;20180210;   10;   4.0;   1.2;    3;   0.0;   8;    0.000;   1;   7.9;   5.2;  973.80;   -0.1;   86.42;    1.6;   -1.2;   -1.6;eor
       4911;20180211;   10;   7.9;   2.8;    3;   0.5;   8;    2.850;   0;   7.6;   5.8;  966.95;    1.2;   86.54;    4.2;   -2.0;   -3.7;eor
       4911;20180212;   10;  10.1;   2.6;    3;   2.1;   8;    1.267;   0;   7.7;   5.5;  970.63;    0.7;   84.96;    3.8;   -1.4;   -3.3;eor
       4911;20180213;   10;   4.2;   1.4;    3;   0.0;   7;    6.683;   1;   3.5;   4.5;  973.42;   -1.1;   81.08;    1.9;   -5.1;   -8.1;eor
       4911;20180214;   10;   4.5;   1.4;    3;   0.0;   0;    8.183;   0;   2.1;   4.2;  974.88;   -2.2;   81.83;    2.5;   -7.4;   -9.5;eor
       4911;20180215;   10;   9.5;   4.1;    3;   4.5;   8;    1.467;   0;   6.4;   4.7;  977.34;   -1.6;   85.75;    1.2;   -4.6;   -7.6;eor
       4911;20180216;   10;   5.4;   1.5;    3;   0.3;   6;    0.000;   0;   7.0;   6.2;  981.77;    0.4;   97.50;    3.5;   -3.4;   -5.6;eor
       4911;20180217;   10;   5.4;   1.9;    3;   4.8;   7;    0.000;   0;   7.8;   5.7;  978.21;   -0.8;   98.13;    0.1;   -2.4;   -2.0;eor
       4911;20180218;   10;   5.7;   1.7;    3;   0.0;   7;    6.633;   5;   5.0;   4.8;  982.62;   -0.8;   83.63;    4.5;   -4.7;   -8.5;eor
       4911;20180219;   10;   4.3;   1.5;    3;   0.0;   7;    8.133;   3;   4.5;   4.0;  976.66;   -2.4;   79.17;    2.4;   -8.4;  -13.3;eor
       4911;20180220;   10;   5.3;   1.6;    3;   0.4;   8;    0.567;   2;   7.6;   4.7;  972.76;   -1.3;   85.08;    1.2;   -3.2;   -6.1;eor
       4911;20180221;   10;   9.2;   2.8;    3;   0.0;   0;    5.083;   0;   7.1;   4.2;  975.20;   -0.8;   74.17;    3.2;   -4.0;   -6.8;eor
       4911;20180222;   10;   8.8;   3.8;    3;   0.0;   7;    4.233;   0;   6.6;   3.8;  974.29;   -1.8;   72.67;    2.0;   -5.0;   -7.3;eor
       4911;20180223;   10;   6.1;   2.1;    3;   0.0;   0;    4.733;   0;   4.2;   3.7;  973.85;   -2.2;   73.17;    2.6;   -6.5;   -8.5;eor
       4911;20180224;   10;  11.8;   4.2;    3;   0.0;   0;    9.050;   0;   1.8;   2.8;  977.87;   -3.3;   60.54;    2.2;   -7.3;  -10.0;eor
       4911;20180225;   10;  10.7;   4.4;    3;   0.0;   0;    9.467;   0;   0.0;   1.9;  980.59;   -6.5;   52.54;   -2.3;   -9.5;  -12.2;eor
       4911;20180226;   10;   9.1;   3.6;    3;   0.0;   0;    4.517;   0;   4.2;   1.8;  977.79;   -9.0;   59.04;   -6.1;  -12.4;  -15.8;eor
       4911;20180227;   10;   7.3;   3.2;    3;   0.0;   0;    6.417;   0;   7.3;   1.8;  973.20;   -9.4;   59.58;   -5.9;  -12.2;  -14.7;eor
       4911;20180228;   10;  10.8;   4.4;    3;   0.0;   0;    9.233;-999;   3.0;   1.7;  974.94;   -9.3;   57.92;   -4.9;  -13.1;  -16.9;eor
       4911;20180301;   10;  11.1;   4.3;    3;   0.0;   0;    5.350;   0;   7.3;   2.0;  965.62;   -7.1;   57.75;   -1.8;  -12.1;  -13.6;eor
       4911;20180302;   10;   7.1;   2.4;    3;   0.9;   8;    8.117;   0;   5.2;   2.7;  956.16;   -5.0;   63.83;    0.9;  -10.1;  -12.6;eor
       4911;20180303;   10;   7.6;   2.9;    3;   0.0;   7;    2.100;   3;   7.0;   4.3;  957.11;   -1.9;   81.54;    3.2;   -5.1;   -7.0;eor
       4911;20180304;   10;   8.9;   4.0;    3;   0.0;   6;    5.767;   1;   6.8;   4.9;  959.68;   -0.1;   80.67;    6.4;   -4.0;   -3.8;eor
       4911;20180305;   10;   6.0;   2.5;    3;   0.0;   6;    1.017;   1;   7.9;   5.0;  956.03;    0.5;   79.58;    5.1;   -2.4;   -4.7;eor
       4911;20180306;   10;   5.8;   1.9;    3;   1.2;   8;    0.433;   1;   8.0;   5.3;  950.28;    0.4;   83.71;    3.5;   -2.1;   -4.3;eor
       4911;20180307;   10;   9.0;   2.8;    3;   0.0;   6;    2.033;   1;   7.5;   6.6;  955.72;    4.3;   80.63;    9.7;    0.1;   -1.3;eor
       4911;20180308;   10;   9.1;   3.2;    3;   0.0;   6;    5.267;   1;   6.8;   5.8;  964.46;    5.0;   68.08;   10.8;   -0.1;   -3.2;eor
       4911;20180309;   10;   8.1;   2.7;    3;   1.1;   6;    0.300;   0;   7.8;   6.7;  967.74;    5.0;   77.13;    8.7;   -0.7;   -2.8;eor
       4911;20180310;   10;   6.4;   3.0;    3;   0.2;   6;    1.467;   0;   7.8;   8.3;  965.67;    6.9;   83.42;   10.7;    3.1;    0.7;eor
       4911;20180311;   10;   8.8;   3.7;    3;   7.6;   6;    3.817;   0;   6.8;   8.6;  958.01;    9.3;   73.88;   15.7;    4.2;    1.6;eor
       4911;20180312;   10;  14.1;   3.9;    3;   7.9;   6;    0.867;   0;   7.0;   9.7;  954.94;    9.0;   84.75;   12.7;    3.4;    1.1;eor
       4911;20180313;   10;  14.0;   5.5;    3;   0.6;   6;    5.617;   0;   7.3;   7.6;  963.35;    8.5;   69.71;   12.3;    3.5;    0.2;eor
       4911;20180314;   10;   7.6;   2.3;    3;   0.6;   6;    0.333;   0;   6.7;   7.2;  969.11;    4.6;   84.71;    6.9;   -0.5;   -3.6;eor
       4911;20180315;   10;  11.3;   4.4;    3;   1.2;   6;    9.500;   0;   4.2;   6.7;  959.85;    5.1;   78.00;   12.5;   -1.6;   -4.9;eor
       4911;20180316;   10;  10.0;   2.1;    3;   0.0;   6;    0.617;   0;   7.5;   8.2;  959.52;    7.1;   82.38;   11.0;    2.2;   -0.2;eor
       4911;20180317;   10;  11.2;   4.8;    3;   5.1;   7;    0.283;   0;   8.0;   6.1;  957.21;    2.0;   85.17;    5.2;   -2.5;   -2.3;eor
       4911;20180318;   10;   7.2;   3.0;    3;   2.7;   8;    0.000;   5;   7.7;   4.1;  961.48;   -2.9;   82.63;   -1.8;   -4.0;   -4.3;eor
       4911;20180319;   10;   5.1;   2.5;    3;   0.0;   7;    0.000;   5;   8.0;   3.3;  966.24;   -3.4;   69.63;   -1.6;   -4.6;   -5.1;eor
       4911;20180320;   10;   8.8;   3.3;    3;   0.0;   7;    8.550;   3;   6.7;   3.6;  971.55;   -1.2;   66.04;    1.9;   -4.3;   -4.7;eor
       4911;20180321;   10;   8.7;   3.5;    3;   0.0;   0;    8.933;   0;   4.1;   3.8;  981.24;    0.9;   59.17;    4.9;   -4.2;   -7.0;eor
       4911;20180322;   10;  10.9;   2.3;    3;   0.8;   8;    4.167;   0;   6.7;   4.3;  975.62;    0.0;   71.00;    5.1;   -5.8;   -9.1;eor
       4911;20180323;   10;   6.2;   2.0;    3;   0.5;   8;    0.000;   0;   7.8;   6.6;  965.87;    2.2;   92.38;    4.5;    0.5;   -0.2;eor
       4911;20180324;   10;  10.1;   3.1;    3;   0.0;   0;    7.833;   0;   7.4;   5.9;  961.03;    4.0;   75.54;    9.6;   -1.6;   -5.4;eor
       4911;20180325;   10;   5.4;   1.6;    3;   0.0;   0;   10.883;   0;   3.1;   5.6;  964.24;    3.7;   73.00;   12.0;   -4.1;   -7.6;eor
       4911;20180326;   10;   5.4;   2.0;    3;   0.2;   6;    0.817;   0;   5.8;   6.1;  969.80;    3.5;   78.54;    8.0;   -3.3;   -5.7;eor
       4911;20180327;   10;   8.9;   2.7;    3;   5.2;   8;    3.233;   0;   7.1;   6.7;  971.64;    4.3;   81.58;    8.6;    1.4;   -0.9;eor
       4911;20180328;   10;  10.3;   4.4;    3;   6.9;   6;    0.117;   0;   7.7;   8.6;  964.04;    5.4;   94.92;    9.5;    2.2;    2.0;eor
       4911;20180329;   10;  10.9;   3.8;    3;   0.0;   0;    7.183;   0;   6.4;   6.8;  965.00;    7.5;   66.63;   10.9;    3.4;    2.1;eor
       4911;20180330;   10;   9.5;   4.3;    3;   0.6;   6;    4.583;   0;   6.7;   7.5;  961.93;    7.6;   73.96;   14.7;    1.4;   -0.7;eor
       4911;20180331;   10;   6.9;   3.0;    3;   0.7;   6;    0.100;   0;   8.0;   8.2;  956.46;    7.7;   78.54;   10.2;    4.8;    2.1;eor
       4911;20180401;   10;  16.5;   5.5;    3;   3.0;   6;    2.617;   0;   7.5;   7.2;  964.41;    6.2;   76.63;    9.8;    3.8;    1.3;eor
       4911;20180402;   10;   8.7;   3.2;    3;   0.0;   6;   10.350;   0;   7.0;   6.9;  969.46;    8.1;   66.00;   13.5;    3.9;    2.5;eor
       4911;20180403;   10;   9.6;   3.7;    3;   0.0;   0;    7.633;   0;   7.9;   8.9;  965.44;   12.6;   62.17;   19.7;    6.4;    4.7;eor
       4911;20180404;   10;  15.3;   2.8;    3;   0.0;   6;    9.450;   0;   7.0;   9.3;  964.19;   13.4;   64.75;   22.3;    6.1;    3.5;eor
       4911;20180405;   10;  13.1;   3.9;    3;   0.2;   6;    4.750;   0;   4.6;   7.9;  971.33;    9.7;   66.38;   16.4;    3.9;    1.0;eor
       4911;20180406;   10;  11.2;   3.5;    3;   0.0;   0;   11.333;   0;   3.2;   6.2;  979.21;    7.4;   61.25;   13.6;   -0.9;   -2.9;eor
       4911;20180407;   10;  10.0;   3.7;    3;   0.0;   0;   11.867;   0;   0.0;   6.6;  973.18;   11.2;   51.38;   20.1;    1.1;   -3.1;eor
       4911;20180408;   10;   8.0;   2.0;    3;   0.0;   0;   11.917;   0;   0.4;   8.1;  967.97;   11.3;   63.17;   18.8;    3.7;   -0.2;eor
       4911;20180409;   10;   5.5;   1.8;    3;   0.0;   0;    5.383;   0;   5.8;   8.6;  963.27;   12.2;   65.29;   22.0;    2.8;    0.4;eor
       4911;20180410;   10;   8.8;   2.7;    3;   0.0;   6;    5.400;   0;   6.2;   9.3;  961.13;   13.4;   61.96;   20.7;    5.0;    3.0;eor
       4911;20180411;   10;   7.8;   3.0;    3;   0.3;   6;    9.700;   0;   4.7;   9.7;  963.78;   13.7;   64.21;   19.4;    8.3;    6.1;eor
       4911;20180412;   10;  11.6;   5.5;    3;   0.0;   0;    3.633;   0;   7.5;  10.0;  959.60;   16.0;   55.67;   21.6;    9.9;    6.8;eor
       4911;20180413;   10;  13.0;   3.0;    3;   0.1;   6;    4.033;   0;   6.0;   9.4;  966.26;   11.8;   69.54;   18.0;    3.7;    0.3;eor
