STATIONS_ID;MESS_DATUM;QN_3;   F;   D;eor
       1228;2018011200;   10;   5.9;-999;eor
       1228;2018011201;   10;   5.7;-999;eor
       1228;2018011202;   10;   6.4;-999;eor
       1228;2018011203;   10;   6.1;-999;eor
       1228;2018011204;   10;   5.2;-999;eor
       1228;2018011205;   10;   6.8;-999;eor
       1228;2018011206;   10;   6.8;-999;eor
       1228;2018011207;   10;   7.3;-999;eor
       1228;2018011208;   10;   6.9;-999;eor
       1228;2018011209;   10;   6.4;-999;eor
       1228;2018011210;   10;   7.0;-999;eor
       1228;2018011211;   10;   7.1;-999;eor
       1228;2018011212;   10;   7.7;-999;eor
       1228;2018011213;   10;   7.9;-999;eor
       1228;2018011214;   10;   7.4;-999;eor
       1228;2018011215;   10;   7.6;-999;eor
       1228;2018011216;   10;   7.7;-999;eor
       1228;2018011217;   10;   7.9;-999;eor
       1228;2018011218;   10;   8.4;-999;eor
       1228;2018011219;   10;   8.4;-999;eor
       1228;2018011220;   10;   8.1;-999;eor
       1228;2018011221;   10;   8.0;-999;eor
       1228;2018011222;   10;   7.8;-999;eor
       1228;2018011223;   10;   7.6;-999;eor
       1228;2018011300;   10;   7.9;-999;eor
       1228;2018011301;   10;   8.1;-999;eor
       1228;2018011302;   10;   8.3;-999;eor
       1228;2018011303;   10;   7.6;-999;eor
       1228;2018011304;   10;   7.4;-999;eor
       1228;2018011305;   10;   7.4;-999;eor
       1228;2018011306;   10;   7.5;-999;eor
       1228;2018011307;   10;   7.6;-999;eor
       1228;2018011308;   10;   7.8;-999;eor
       1228;2018011309;   10;   7.7;-999;eor
       1228;2018011310;   10;   7.9;-999;eor
       1228;2018011311;   10;   8.7;-999;eor
       1228;2018011312;   10;   8.6;-999;eor
       1228;2018011313;   10;   8.4;-999;eor
       1228;2018011314;   10;   9.3;-999;eor
       1228;2018011315;   10;   9.5;-999;eor
       1228;2018011316;   10;   9.2;-999;eor
       1228;2018011317;   10;  10.3;-999;eor
       1228;2018011318;   10;  11.2;-999;eor
       1228;2018011319;   10;  10.9;-999;eor
       1228;2018011320;   10;  10.8;-999;eor
       1228;2018011321;   10;   9.7;-999;eor
       1228;2018011322;   10;   9.1;-999;eor
       1228;2018011323;   10;   8.5;-999;eor
       1228;2018011400;   10;   9.0;-999;eor
       1228;2018011401;   10;   9.8;-999;eor
       1228;2018011402;   10;   9.7;-999;eor
       1228;2018011403;   10;   9.8;-999;eor
       1228;2018011404;   10;   9.7;-999;eor
       1228;2018011405;   10;   9.8;-999;eor
       1228;2018011406;   10;  10.7;-999;eor
       1228;2018011407;   10;  10.5;-999;eor
       1228;2018011408;   10;  11.3;-999;eor
       1228;2018011409;   10;  10.3;-999;eor
       1228;2018011410;   10;  10.2;-999;eor
       1228;2018011411;   10;  10.3;-999;eor
       1228;2018011412;   10;   9.5;-999;eor
       1228;2018011413;   10;   8.9;-999;eor
       1228;2018011414;   10;   8.8;-999;eor
       1228;2018011415;   10;   7.6;-999;eor
       1228;2018011416;   10;   7.8;-999;eor
       1228;2018011417;   10;   9.4;-999;eor
       1228;2018011418;   10;  11.2;-999;eor
       1228;2018011419;   10;  12.3;-999;eor
       1228;2018011420;   10;  12.4;-999;eor
       1228;2018011421;   10;  11.2;-999;eor
       1228;2018011422;   10;  11.4;-999;eor
       1228;2018011423;   10;  12.1;-999;eor
       1228;2018011500;   10;  13.1;-999;eor
       1228;2018011501;   10;  13.2;-999;eor
       1228;2018011502;   10;  12.7;-999;eor
       1228;2018012109;   10;   4.3;  20;eor
       1228;2018012111;   10;   2.0; 360;eor
       1228;2018012113;   10;   1.6; 300;eor
       1228;2018012114;   10;   1.6; 240;eor
       1228;2018012115;   10;   2.2; 210;eor
       1228;2018012116;   10;   3.0; 170;eor
       1228;2018012117;   10;   4.0; 180;eor
       1228;2018012118;   10;   4.6; 160;eor
       1228;2018012119;   10;   7.2; 180;eor
       1228;2018012120;   10;   8.2; 180;eor
       1228;2018012121;   10;   9.2; 170;eor
       1228;2018012122;   10;   9.9; 170;eor
       1228;2018012123;   10;  10.1; 160;eor
       1228;2018012200;   10;  10.7; 150;eor
       1228;2018012202;   10;  11.2; 150;eor
       1228;2018012203;   10;  11.5; 140;eor
       1228;2018012204;   10;  11.6; 150;eor
       1228;2018012205;   10;  11.4; 140;eor
       1228;2018012206;   10;  12.0; 140;eor
       1228;2018012207;   10;  11.7; 150;eor
       1228;2018012208;   10;  10.7; 150;eor
       1228;2018012209;   10;   8.6; 160;eor
       1228;2018012210;   10;   7.4; 170;eor
       1228;2018012211;   10;   6.4; 190;eor
       1228;2018012212;   10;   6.0; 190;eor
       1228;2018012213;   10;   4.0; 280;eor
       1228;2018012214;   10;   6.3; 270;eor
       1228;2018012215;   10;   7.4; 270;eor
       1228;2018012216;   10;   7.5; 270;eor
       1228;2018012217;   10;   8.3; 280;eor
       1228;2018012218;   10;   7.3; 270;eor
       1228;2018012219;   10;   7.7; 280;eor
       1228;2018012220;   10;   7.4; 270;eor
       1228;2018012221;   10;   6.7; 270;eor
       1228;2018012222;   10;   8.1; 270;eor
       1228;2018012223;   10;   7.9; 260;eor
       1228;2018012300;   10;   6.2; 270;eor
       1228;2018012301;   10;   5.3; 250;eor
       1228;2018012302;   10;   6.2; 250;eor
       1228;2018012303;   10;   7.0; 250;eor
       1228;2018012304;   10;   6.7; 250;eor
       1228;2018012305;   10;   7.2; 240;eor
       1228;2018012306;   10;   7.0; 230;eor
       1228;2018012307;   10;   5.9; 200;eor
       1228;2018012308;   10;   6.9; 190;eor
       1228;2018012309;   10;   7.5; 180;eor
       1228;2018012310;   10;   9.1; 180;eor
       1228;2018012311;   10;  10.0; 190;eor
       1228;2018012312;   10;  11.0; 190;eor
       1228;2018012313;   10;  11.4; 180;eor
       1228;2018012314;   10;  11.8; 180;eor
       1228;2018012316;   10;  13.7; 190;eor
       1228;2018012317;   10;  14.7; 200;eor
       1228;2018012318;   10;  14.2; 200;eor
       1228;2018012319;   10;  14.2; 200;eor
       1228;2018012320;   10;  15.8; 200;eor
       1228;2018012321;   10;  14.0; 210;eor
       1228;2018012322;   10;  14.4; 220;eor
       1228;2018012400;   10;  13.1; 220;eor
       1228;2018012401;   10;  12.0; 220;eor
       1228;2018012402;   10;  10.3; 220;eor
       1228;2018012403;   10;   9.9; 220;eor
       1228;2018012404;   10;   9.5; 210;eor
       1228;2018012405;   10;   9.5; 200;eor
       1228;2018012406;   10;  13.0; 200;eor
       1228;2018012407;   10;  15.0; 200;eor
       1228;2018012408;   10;  15.9; 200;eor
       1228;2018012409;   10;  15.2; 190;eor
       1228;2018012410;   10;  13.5; 190;eor
       1228;2018012412;   10;  17.1; 190;eor
       1228;2018012413;   10;  16.3; 200;eor
       1228;2018012414;   10;  17.4; 200;eor
       1228;2018012415;   10;  19.1; 200;eor
       1228;2018012416;   10;  15.2; 240;eor
       1228;2018012417;   10;  12.3; 230;eor
       1228;2018012418;   10;  12.8; 230;eor
       1228;2018012419;   10;  11.7; 220;eor
       1228;2018012420;   10;  13.0; 220;eor
       1228;2018012421;   10;  12.8; 210;eor
       1228;2018012422;   10;  13.2; 220;eor
       1228;2018012423;   10;  13.1; 220;eor
       1228;2018012500;   10;  13.8; 210;eor
       1228;2018012501;   10;  11.9; 220;eor
       1228;2018012502;   10;  11.2; 220;eor
       1228;2018012503;   10;  12.2; 230;eor
       1228;2018012505;   10;  10.8; 230;eor
       1228;2018012506;   10;  11.2; 210;eor
       1228;2018012507;   10;  10.0; 210;eor
       1228;2018012508;   10;  11.0; 210;eor
       1228;2018012509;   10;  10.7; 220;eor
       1228;2018012511;   10;  10.5; 210;eor
       1228;2018012512;   10;  10.3; 210;eor
       1228;2018012513;   10;  11.1; 200;eor
       1228;2018012514;   10;  10.2; 210;eor
       1228;2018012515;   10;   9.3; 210;eor
       1228;2018012516;   10;   8.0; 200;eor
       1228;2018012517;   10;   8.2; 210;eor
       1228;2018012518;   10;   7.2; 200;eor
       1228;2018012519;   10;   8.2; 200;eor
       1228;2018012520;   10;   7.0; 210;eor
       1228;2018012521;   10;   6.2; 210;eor
       1228;2018012522;   10;   6.3; 210;eor
       1228;2018012523;   10;   4.6; 210;eor
       1228;2018012600;   10;   4.8; 220;eor
       1228;2018012601;   10;   4.2; 220;eor
       1228;2018012602;   10;   3.5; 210;eor
       1228;2018012603;   10;   3.4; 190;eor
       1228;2018012604;   10;   3.1; 180;eor
       1228;2018012605;   10;   4.4; 190;eor
       1228;2018012606;   10;   4.5; 210;eor
       1228;2018012607;   10;   3.5; 190;eor
       1228;2018012608;   10;   5.6; 220;eor
       1228;2018012609;   10;   4.4; 240;eor
       1228;2018012610;   10;   3.3; 220;eor
       1228;2018012611;   10;   2.9; 210;eor
       1228;2018012612;   10;   3.4; 180;eor
       1228;2018012613;   10;   4.7; 190;eor
       1228;2018012614;   10;   6.4; 200;eor
       1228;2018012615;   10;   5.6; 210;eor
       1228;2018012616;   10;   4.5; 220;eor
       1228;2018012617;   10;   4.2; 210;eor
       1228;2018012618;   10;   4.5; 220;eor
       1228;2018012619;   10;   4.8; 210;eor
       1228;2018012620;   10;   4.4; 250;eor
       1228;2018012621;   10;   4.1; 250;eor
       1228;2018012622;   10;   4.0; 220;eor
       1228;2018012623;   10;   4.5; 250;eor
