STATIONS_ID;MESS_DATUM;QN_3;   F;   D;eor
       6098;2000050313;   10;   4.2; 100;eor
       6098;2000050314;   10;   2.7; 260;eor
       6098;2000050315;   10;   2.1; 240;eor
       6098;2000050316;   10;   2.7; 220;eor
       6098;2000050317;   10;   1.9; 280;eor
       6098;2000050318;   10;   1.6; 320;eor
       6098;2000050319;   10;   1.0;  50;eor
       6098;2000050320;   10;   1.4; 260;eor
       6098;2000050321;   10;   0.9; 280;eor
       6098;2000050322;   10;   0.7; 260;eor
       6098;2000050323;   10;   0.4; 310;eor
       6098;2000050400;   10;   0.3; 260;eor
       6098;2000050401;   10;   0.7; 260;eor
       6098;2000050402;   10;   0.7; 290;eor
       6098;2000050403;   10;   0.7; 280;eor
       6098;2000050404;   10;   0.6; 270;eor
       6098;2000050405;   10;   0.6; 260;eor
       6098;2000050406;   10;   0.8; 270;eor
       6098;2000050407;   10;   0.7; 110;eor
       6098;2000050408;   10;   1.1; 110;eor
       6098;2000050409;   10;   1.6;  10;eor
       6098;2000050410;   10;   2.8; 110;eor
       6098;2000050411;   10;   2.7; 120;eor
       6098;2000050412;   10;   2.9; 120;eor
       6098;2000050413;   10;   2.3; 120;eor
       6098;2000050414;   10;   2.0;  20;eor
       6098;2000050415;   10;   1.9; 360;eor
       6098;2000050416;   10;   1.9; 280;eor
       6098;2000050417;   10;   2.0; 310;eor
       6098;2000050418;   10;   1.2; 320;eor
       6098;2000050419;   10;   1.2;  70;eor
       6098;2000050420;   10;   2.1;  70;eor
       6098;2000050421;   10;   1.4;  50;eor
       6098;2000050422;   10;   1.1; 250;eor
       6098;2000050423;   10;   1.0; 250;eor
       6098;2000050500;   10;   0.9; 270;eor
       6098;2000050501;   10;   1.1; 290;eor
       6098;2000050502;   10;   1.1; 260;eor
       6098;2000050503;   10;   0.7; 250;eor
       6098;2000050504;   10;   1.0; 260;eor
       6098;2000050505;   10;   0.8; 260;eor
       6098;2000050506;   10;   0.9; 240;eor
       6098;2000050507;   10;   1.4; 240;eor
       6098;2000050508;   10;   0.8; 200;eor
       6098;2000050509;   10;   1.6; 120;eor
       6098;2000050510;   10;   1.9; 110;eor
       6098;2000050511;   10;   2.6; 110;eor
       6098;2000050512;   10;   2.6; 120;eor
       6098;2000050513;   10;   2.5; 110;eor
       6098;2000050514;   10;   3.2; 330;eor
       6098;2000050515;   10;   3.7; 350;eor
       6098;2000050516;   10;   3.8;  30;eor
       6098;2000050517;   10;   2.7;  30;eor
       6098;2000050518;   10;   2.0;  70;eor
       6098;2000050519;   10;   3.1; 250;eor
       6098;2000050520;   10;   3.0; 280;eor
       6098;2000050521;   10;   3.9; 120;eor
       6098;2000050522;   10;   2.6; 110;eor
       6098;2000050523;   10;   1.5; 270;eor
       6098;2000050600;   10;   1.3; 290;eor
       6098;2000050601;   10;   0.5;   0;eor
       6098;2000050602;   10;   0.8; 270;eor
       6098;2000050603;   10;   1.0; 290;eor
       6098;2000050604;   10;   1.0; 270;eor
       6098;2000050605;   10;   1.3; 260;eor
       6098;2000050606;   10;   0.8; 250;eor
       6098;2000050607;   10;   0.8; 120;eor
       6098;2000050608;   10;   1.0; 190;eor
       6098;2000050609;   10;   1.4; 120;eor
       6098;2000050610;   10;   1.6; 110;eor
       6098;2000050611;   10;   1.6; 120;eor
       6098;2000050612;   10;   2.2; 110;eor
       6098;2000050613;   10;   2.4; 110;eor
       6098;2000050614;   10;   2.7; 120;eor
       6098;2000050615;   10;   3.5; 130;eor
       6098;2000050616;   10;   2.7; 130;eor
       6098;2000050617;   10;   1.7;  90;eor
       6098;2000050618;   10;   1.7;  70;eor
       6098;2000050619;   10;   1.9;  70;eor
       6098;2000050620;   10;   1.3; 250;eor
       6098;2000050621;   10;   1.0; 220;eor
       6098;2000050622;   10;   0.9; 240;eor
       6098;2000050623;   10;   1.0; 240;eor
       6098;2000050700;   10;   0.9; 260;eor
       6098;2000050701;   10;   0.8; 290;eor
       6098;2000050702;   10;   0.9; 270;eor
       6098;2000050703;   10;   1.1; 270;eor
       6098;2000050704;   10;   0.8; 260;eor
       6098;2000050705;   10;   0.6; 270;eor
       6098;2000050706;   10;   0.8; 260;eor
       6098;2000050707;   10;   0.8; 240;eor
       6098;2000050708;   10;   0.8;   0;eor
       6098;2000050709;   10;   1.3; 140;eor
       6098;2000050710;   10;   2.2; 110;eor
       6098;2000050711;   10;   2.1; 120;eor
       6098;2000050712;   10;   1.9; 100;eor
       6098;2000050713;   10;   2.0; 110;eor
       6098;2000050714;   10;   2.0; 110;eor
       6098;2000050715;   10;   1.3; 120;eor
       6098;2000050716;   10;   1.4; 120;eor
       6098;2000050717;   10;   1.9; 320;eor
       6098;2000050718;   10;   1.9; 350;eor
       6098;2000050719;   10;   1.1; 270;eor
       6098;2000050720;   10;   1.0; 270;eor
       6098;2000050721;   10;   1.0; 240;eor
       6098;2000050722;   10;   1.2; 260;eor
       6098;2000050723;   10;   1.0; 280;eor
       6098;2000050800;   10;   1.0; 280;eor
       6098;2000050801;   10;   1.4; 260;eor
       6098;2000050802;   10;   1.5; 270;eor
       6098;2000050803;   10;   1.1; 270;eor
       6098;2000050804;   10;   0.8; 290;eor
       6098;2000050805;   10;   1.0; 270;eor
       6098;2000050806;   10;   0.6; 280;eor
       6098;2000050807;   10;   1.0; 110;eor
       6098;2000050808;   10;   1.7; 100;eor
       6098;2000050809;   10;   2.1; 120;eor
       6098;2000050810;   10;   2.3; 120;eor
       6098;2000050811;   10;   2.3; 120;eor
       6098;2000050812;   10;   1.9; 130;eor
       6098;2000050813;   10;   3.1; 360;eor
       6098;2000050814;   10;   3.2; 330;eor
       6098;2000050815;   10;   3.4;  50;eor
       6098;2000050816;   10;   1.2; 170;eor
       6098;2000050817;   10;   2.8; 240;eor
       6098;2000050818;   10;   2.0; 260;eor
       6098;2000050819;   10;   2.9; 240;eor
       6098;2000050820;   10;   1.2; 320;eor
       6098;2000050821;   10;   1.4; 320;eor
       6098;2000050822;   10;   1.1; 250;eor
       6098;2000050823;   10;   0.7;  20;eor
       6098;2000050900;   10;   0.9; 290;eor
       6098;2000050901;   10;   0.7; 280;eor
       6098;2000050902;   10;   1.0; 260;eor
       6098;2000050903;   10;   1.1; 280;eor
       6098;2000050904;   10;   1.0; 270;eor
       6098;2000050905;   10;   1.1; 270;eor
       6098;2000050906;   10;   1.1; 270;eor
       6098;2000050907;   10;   1.0; 250;eor
       6098;2000050908;   10;   1.9; 110;eor
       6098;2000050909;   10;   2.4; 120;eor
       6098;2000050910;   10;   2.7; 110;eor
       6098;2000050911;   10;   2.9; 100;eor
       6098;2000050912;   10;   2.9; 110;eor
       6098;2000050913;   10;   2.6; 100;eor
       6098;2000050914;   10;   2.1; 100;eor
       6098;2000050915;   10;   2.0; 110;eor
       6098;2000050916;   10;   1.4; 100;eor
       6098;2000050917;   10;   1.1;  90;eor
       6098;2000050918;   10;   0.9; 100;eor
       6098;2000050919;   10;   0.6; 270;eor
       6098;2000050920;   10;   1.0; 270;eor
       6098;2000050921;   10;   1.2; 270;eor
       6098;2000050922;   10;   1.1; 260;eor
       6098;2000050923;   10;   1.2; 270;eor
       6098;2000051000;   10;   1.3; 260;eor
       6098;2000051001;   10;   1.0; 260;eor
       6098;2000051002;   10;   1.2; 280;eor
       6098;2000051003;   10;   1.2; 270;eor
       6098;2000051004;   10;   1.0; 290;eor
       6098;2000051005;   10;   1.3; 280;eor
       6098;2000051006;   10;   1.0; 260;eor
       6098;2000051007;   10;   1.0;  90;eor
       6098;2000051008;   10;   1.3; 100;eor
       6098;2000051009;   10;   0.8; 120;eor
       6098;2000051010;   10;   1.3; 250;eor
       6098;2000051011;   10;   1.9; 120;eor
       6098;2000051012;   10;   1.8; 120;eor
       6098;2000051013;   10;   1.7; 140;eor
       6098;2000051014;   10;   1.9; 110;eor
       6098;2000051015;   10;   2.4; 120;eor
       6098;2000051016;   10;   1.8; 120;eor
       6098;2000051017;   10;   1.4; 100;eor
       6098;2000051018;   10;   1.2;  90;eor
       6098;2000051019;   10;   0.8; 250;eor
       6098;2000051020;   10;   0.9; 280;eor
       6098;2000051021;   10;   1.2; 300;eor
       6098;2000051022;   10;   1.3; 300;eor
       6098;2000051023;   10;   0.8; 300;eor
       6098;2000051100;   10;   0.7; 280;eor
       6098;2000051101;   10;   0.9; 280;eor
       6098;2000051102;   10;   1.2; 280;eor
       6098;2000051103;   10;   1.2; 250;eor
       6098;2000051104;   10;   1.1; 260;eor
       6098;2000051105;   10;   1.0; 260;eor
       6098;2000051106;   10;   1.3; 260;eor
       6098;2000051107;   10;   1.4; 250;eor
       6098;2000051108;   10;   1.2; 260;eor
       6098;2000051109;   10;   1.3; 100;eor
       6098;2000051110;   10;   1.7; 120;eor
       6098;2000051111;   10;   1.5; 290;eor
       6098;2000051112;   10;   2.1; 120;eor
       6098;2000051113;   10;   2.6; 110;eor
