STATIONS_ID;MESS_DATUM;QN_3;   F;   D;eor
       2482;1978120100;    5;   1.3;  10;eor
       2482;1978120101;    5;   1.2;  20;eor
       2482;1978120102;    5;   1.3;  10;eor
       2482;1978120103;    5;   1.1; 360;eor
       2482;1978120104;    5;   1.1;  20;eor
       2482;1978120105;    5;   1.2;  30;eor
       2482;1978120106;    5;   1.5;  50;eor
       2482;1978120107;    5;   1.2;  10;eor
       2482;1978120108;    5;   1.2;  10;eor
       2482;1978120109;    5;   1.6;  20;eor
       2482;1978120110;    5;   1.6;  20;eor
       2482;1978120111;    5;   2.0;  30;eor
       2482;1978120112;    5;   2.0;  30;eor
       2482;1978120113;    5;   2.0;  30;eor
       2482;1978120114;    5;   1.5;  30;eor
       2482;1978120115;    5;   1.9;  40;eor
       2482;1978120116;    5;   1.6;  50;eor
       2482;1978120117;    5;   1.7;  50;eor
       2482;1978120118;    5;   1.5;  40;eor
       2482;1978120119;    5;   1.5;  50;eor
       2482;1978120120;    5;   2.6;  60;eor
       2482;1978120121;    5;   2.6;  60;eor
       2482;1978120122;    5;   3.3;  60;eor
       2482;1978120123;    5;   2.4;  80;eor
       2482;1978120200;    5;   2.1;  90;eor
       2482;1978120201;    5;   2.6;  80;eor
       2482;1978120202;    5;   2.6;  90;eor
       2482;1978120203;    5;   2.6;  80;eor
       2482;1978120204;    5;   2.8;  70;eor
       2482;1978120205;    5;   3.1;  80;eor
       2482;1978120206;    5;   3.0;  80;eor
       2482;1978120207;    5;   1.1;  90;eor
       2482;1978120208;    5;   1.0; 110;eor
       2482;1978120209;    5;   1.0; 120;eor
       2482;1978120210;    5;   1.0; 130;eor
       2482;1978120211;    5;   1.1; 140;eor
       2482;1978120212;    5;   1.1; 150;eor
       2482;1978120213;    5;   1.1; 140;eor
       2482;1978120214;    5;   1.3; 160;eor
       2482;1978120215;    5;   1.6; 170;eor
       2482;1978120216;    5;   1.9; 160;eor
       2482;1978120217;    5;   1.8; 160;eor
       2482;1978120218;    5;   1.6; 170;eor
       2482;1978120219;    5;   1.6; 160;eor
       2482;1978120220;    5;   1.6; 160;eor
       2482;1978120221;    5;   1.7; 160;eor
       2482;1978120222;    5;   1.6; 170;eor
       2482;1978120223;    5;   1.6; 170;eor
       2482;1978120300;    5;   1.5; 160;eor
       2482;1978120301;    5;   1.5; 160;eor
       2482;1978120302;    5;   1.5; 160;eor
       2482;1978120303;    5;   1.5; 160;eor
       2482;1978120304;    5;   1.4; 160;eor
       2482;1978120305;    5;   1.3; 150;eor
       2482;1978120306;    5;   1.3; 160;eor
       2482;1978120307;    5;   1.3; 160;eor
       2482;1978120308;    5;   2.1; 150;eor
       2482;1978120309;    5;   2.1; 140;eor
       2482;1978120310;    5;   2.1; 150;eor
       2482;1978120311;    5;   2.6; 140;eor
       2482;1978120312;    5;   2.1; 130;eor
       2482;1978120313;    5;   2.3; 130;eor
       2482;1978120314;    5;   2.4; 120;eor
       2482;1978120315;    5;   2.4; 110;eor
       2482;1978120316;    5;   2.9; 120;eor
       2482;1978120317;    5;   3.5; 130;eor
       2482;1978120318;    5;   3.5; 130;eor
       2482;1978120319;    5;   3.4; 130;eor
       2482;1978120320;    5;   6.1; 130;eor
       2482;1978120321;    5;   7.6; 120;eor
       2482;1978120322;    5;   7.3; 130;eor
       2482;1978120323;    5;   7.5; 120;eor
       2482;1978120400;    5;   7.8; 120;eor
       2482;1978120401;    5;   7.7; 130;eor
       2482;1978120402;    5;   7.5; 140;eor
       2482;1978120403;    5;   6.2; 140;eor
       2482;1978120404;    5;   7.3; 150;eor
       2482;1978120405;    5;   7.4; 150;eor
       2482;1978120406;    5;   6.8; 150;eor
       2482;1978120407;    5;   7.8; 130;eor
       2482;1978120408;    5;   6.2; 150;eor
       2482;1978120409;    5;   6.3; 160;eor
       2482;1978120410;    5;   6.4; 150;eor
       2482;1978120411;    5;   4.7; 140;eor
       2482;1978120412;    5;   5.2; 130;eor
       2482;1978120413;    5;   5.7; 130;eor
       2482;1978120414;    5;   5.7; 120;eor
       2482;1978120415;    5;   4.3; 110;eor
       2482;1978120416;    5;   5.3; 130;eor
       2482;1978120417;    5;   5.7; 130;eor
       2482;1978120418;    5;   6.1; 130;eor
       2482;1978120419;    5;   5.7; 130;eor
       2482;1978120420;    5;   5.1; 130;eor
       2482;1978120421;    5;   4.4; 120;eor
       2482;1978120422;    5;   4.1; 120;eor
       2482;1978120423;    5;   4.2; 120;eor
       2482;1978120500;    5;   3.6; 120;eor
       2482;1978120501;    5;   5.0; 130;eor
       2482;1978120502;    5;   5.1; 130;eor
       2482;1978120503;    5;   5.6; 140;eor
       2482;1978120504;    5;   7.5; 140;eor
       2482;1978120505;    5;   8.7; 130;eor
       2482;1978120506;    5;   9.3; 140;eor
       2482;1978120507;    5;  10.0; 140;eor
       2482;1978120508;    5;  10.1; 140;eor
       2482;1978120509;    5;  10.2; 150;eor
       2482;1978120510;    5;   9.9; 140;eor
       2482;1978120511;    5;   7.9; 150;eor
       2482;1978120512;    5;   6.5; 150;eor
       2482;1978120513;    5;   6.0; 160;eor
       2482;1978120514;    5;   5.7; 150;eor
       2482;1978120515;    5;   6.7; 130;eor
       2482;1978120516;    5;   6.1; 120;eor
       2482;1978120517;    5;   6.2; 110;eor
       2482;1978120518;    5;   7.2; 120;eor
       2482;1978120519;    5;   9.3; 130;eor
       2482;1978120520;    5;  10.0; 140;eor
       2482;1978120521;    5;  10.0; 140;eor
       2482;1978120522;    5;  10.2; 140;eor
       2482;1978120523;    5;  10.0; 150;eor
       2482;1978120600;    5;   8.7; 150;eor
       2482;1978120601;    5;   9.0; 150;eor
       2482;1978120602;    5;  10.0; 150;eor
       2482;1978120603;    5;   9.2; 140;eor
       2482;1978120604;    5;   9.7; 140;eor
       2482;1978120605;    5;   9.1; 140;eor
       2482;1978120606;    5;   8.6; 150;eor
       2482;1978120607;    5;   9.8; 150;eor
       2482;1978120608;    5;  10.0; 150;eor
       2482;1978120609;    5;  10.1; 150;eor
       2482;1978120610;    5;   9.0; 140;eor
       2482;1978120611;    5;   9.3; 140;eor
       2482;1978120612;    5;   9.0; 140;eor
       2482;1978120613;    5;   8.6; 130;eor
       2482;1978120614;    5;   7.6; 120;eor
       2482;1978120615;    5;   7.5; 120;eor
       2482;1978120616;    5;   8.9; 120;eor
       2482;1978120617;    5;   9.9; 120;eor
       2482;1978120618;    5;  11.1; 120;eor
       2482;1978120619;    5;  10.7; 130;eor
       2482;1978120620;    5;   9.0; 120;eor
       2482;1978120621;    5;   8.1; 120;eor
       2482;1978120622;    5;   9.0; 130;eor
