STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       2483;20180106;   10;  11.1;   4.8;    3;   1.2;   8;    0.000;   0;   7.8;   6.3;  907.94;    0.9;   95.96;    2.1;    0.0;   -1.0;eor
       2483;20180107;   10;  17.1;   8.5;    3;   0.0;   8;    0.000;   0;   7.9;   5.1;  920.13;   -1.9;   96.13;    0.0;   -2.9;   -2.7;eor
       2483;20180108;   10;  19.3;  10.0;    3;   0.1;   8;    0.183;   0;   7.9;   5.1;  921.29;   -2.0;   96.04;   -1.0;   -2.9;   -2.6;eor
       2483;20180109;   10;  15.9;   8.8;    3;   0.3;   8;    0.000;   0;   7.8;   5.9;  912.16;   -0.2;   97.46;    1.7;   -1.4;   -1.3;eor
       2483;20180110;   10;  12.5;   5.7;    3;   0.0;   6;    0.433;-999;   7.6;   6.8;  910.44;    1.8;   97.88;    2.6;    1.5;    0.9;eor
       2483;20180111;   10;   7.6;   2.7;    3;   0.1;   6;    0.000;   0;   7.7;   6.7;  915.32;    1.7;   96.75;    2.2;    1.3;    0.8;eor
       2483;20180112;   10;   6.4;   2.9;    3;   0.0;   8;    0.000;   0;   7.9;   6.5;  923.03;    1.2;   97.08;    2.0;    0.7;   -0.2;eor
       2483;20180113;   10;  13.6;   6.6;    3;   0.0;   8;    0.000;   0;   7.9;   5.5;  922.74;   -0.8;   95.63;    0.7;   -3.0;   -2.7;eor
       2483;20180114;   10;  15.9;   8.9;    3;   0.0;   7;    4.233;   0;   5.5;   4.2;  918.90;   -3.7;   90.00;   -2.5;   -5.0;   -4.9;eor
       2483;20180115;   10;  20.2;  10.6;    3;  14.3;   8;    0.000;   0;   7.8;   5.1;  907.19;   -2.1;   96.17;    0.0;   -4.4;   -4.8;eor
       2483;20180116;   10;  22.7;   9.8;    3;  15.8;   8;    0.000;  12;   7.4;   5.5;  893.25;   -1.1;   97.04;    0.6;   -2.5;   -0.5;eor
       2483;20180117;   10;  22.9;  10.0;    3;  11.1;   8;    0.000;  23;   7.3;   4.7;  898.28;   -2.8;   94.71;   -2.0;   -3.7;   -0.3;eor
       2483;20180118;   10;  39.5;  11.9;    3;  16.0;   8;    0.033;  32;   7.5;   5.3;  897.64;   -1.3;   95.46;    0.9;   -2.1;   -0.3;eor
       2483;20180119;   10;  16.4;   7.3;    3;  10.9;   8;    0.000;  42;   7.7;   5.0;  905.22;   -2.3;   95.63;   -1.6;   -2.7;   -0.3;eor
       2483;20180120;   10;  15.8;   5.8;    3;   2.8;   8;    0.000;  51;   7.5;   4.8;  903.04;   -2.6;   95.50;   -2.1;   -3.0;   -0.3;eor
       2483;20180121;   10;  17.4;   5.8;    3;   4.3;   8;    0.100;  50;   7.5;   4.7;  909.97;   -2.9;   94.75;   -2.3;   -3.6;   -0.2;eor
       2483;20180122;   10;  17.1;   8.2;    3;   1.9;   8;    0.000;  52;   7.5;   5.5;  908.33;   -1.1;   96.58;    0.7;   -3.6;   -0.2;eor
       2483;20180123;   10;  15.5;   8.1;    3;   2.3;   8;    0.000;  47;   7.7;   6.5;  919.33;    1.0;   97.83;    3.3;    0.2;   -0.2;eor
       2483;20180124;   10;  20.0;   9.6;    3;   3.2;   6;    0.000;  38;   7.9;   8.5;  916.48;    4.8;   98.33;    5.9;    3.3;   -0.1;eor
       2483;20180125;   10;  19.5;   6.8;    3;   5.3;   6;    0.000;  17;   7.4;   7.4;  912.58;    3.0;   97.63;    4.9;    1.7;   -0.1;eor
       2483;20180126;   10;   7.6;   3.2;    3;   0.0;   6;    0.233;  14;   7.7;   6.6;  917.22;    1.6;   95.71;    2.3;    0.6;   -0.1;eor
       2483;20180127;   10;  17.7;   6.1;    3;   2.0;   8;    1.467;  13;   6.5;   5.8;  926.68;    0.2;   93.13;    2.3;   -0.6;   -0.5;eor
       2483;20180128;   10;  20.3;  10.5;    3;   3.2;   6;    0.000;  13;   7.9;   7.0;  926.91;    2.1;   97.71;    4.5;   -0.2;   -0.1;eor
       2483;20180129;   10;  25.3;  12.1;    3;   7.9;   8;    0.000;   7;   7.5;   7.6;  923.40;    3.4;   97.46;    4.5;   -0.3;   -0.7;eor
       2483;20180130;   10;  15.5;   7.0;    3;   1.3;   6;    0.467;   0;   7.6;   5.4;  924.40;   -0.5;   91.42;    0.5;   -1.3;   -2.1;eor
       2483;20180131;   10;  20.7;   9.6;    3;  14.0;   8;    0.000;   0;   7.8;   6.9;  907.15;    1.8;   97.75;    4.1;   -1.3;   -1.9;eor
       2483;20180201;   10;  14.8;   7.6;    3;   4.0;   8;    0.067;   3;   7.5;   4.9;  899.83;   -2.4;   94.71;   -1.2;   -3.1;   -3.4;eor
       2483;20180202;   10;  15.3;   7.0;    3;   3.0;   8;    0.000;   8;   7.8;   5.0;  901.81;   -2.1;   95.96;   -1.4;   -2.9;   -2.3;eor
       2483;20180203;   10;  12.3;   5.1;    3;   1.5;   8;    0.517;   9;   7.7;   4.6;  904.70;   -3.1;   94.29;   -1.6;   -4.2;   -2.2;eor
       2483;20180204;   10;  12.0;   5.9;    3;   0.7;   7;    0.017;  11;   7.5;   3.5;  913.96;   -6.1;   91.29;   -2.5;   -7.5;   -2.6;eor
       2483;20180205;   10;  14.9;   7.1;    3;   0.0;   0;    0.000;  13;   6.8;   3.3;  920.78;   -6.9;   90.63;   -5.6;   -8.2;   -3.0;eor
       2483;20180206;   10;  11.8;   6.2;    3;   0.9;   7;    1.800;  12;   7.5;   3.3;  911.82;   -7.2;   90.71;   -5.1;   -9.3;   -4.3;eor
       2483;20180207;   10;   8.3;   4.5;    3;   0.0;   7;    5.633;  13;   4.4;   3.7;  911.95;   -5.4;   90.00;   -3.2;   -7.4;   -4.0;eor
       2483;20180208;   10;   6.3;   3.0;    3;   0.0;   0;    7.933;  13;   3.0;   3.3;  915.68;   -6.3;   86.17;   -2.7;   -8.1;   -6.1;eor
       2483;20180209;   10;  12.1;   6.4;    3;   0.0;   7;    0.133;  12;   5.8;   3.4;  912.00;   -6.6;   90.17;   -5.1;   -8.2;   -5.7;eor
       2483;20180210;   10;  13.7;   5.6;    3;   2.1;   8;    0.000;  12;   7.9;   4.5;  911.99;   -3.4;   94.96;   -2.2;   -5.1;   -2.3;eor
       2483;20180211;   10;  19.2;   9.1;    3;   7.2;   8;    0.000;  13;   7.5;   4.7;  902.47;   -2.9;   94.79;   -0.9;   -4.9;   -2.0;eor
       2483;20180212;   10;  14.4;   7.5;    3;   2.1;   8;    0.100;  21;   7.6;   4.4;  909.49;   -3.6;   94.04;   -2.9;   -4.4;   -0.8;eor
       2483;20180213;   10;  12.3;   6.4;    3;   0.0;   8;    5.600;  23;   3.4;   3.9;  911.66;   -5.0;   91.42;   -2.8;   -6.6;   -2.0;eor
       2483;20180214;   10;  19.2;   7.9;    3;   0.0;   8;    8.867;  22;   1.8;   3.2;  914.00;   -5.2;   76.88;   -2.4;   -7.2;   -2.7;eor
       2483;20180215;   10;  19.3;   8.6;    3;   3.4;   8;    0.000;  21;   7.8;   4.5;  912.60;   -3.2;   91.17;    0.2;   -5.6;   -1.9;eor
       2483;20180216;   10;  11.5;   5.1;    3;   0.0;   8;    1.950;  21;   6.7;   5.1;  921.65;   -1.8;   94.08;   -0.2;   -3.3;   -1.3;eor
       2483;20180217;   10;  12.1;   5.3;    3;   0.0;   0;    0.000;  20;   6.7;   4.0;  920.77;   -3.2;   83.63;   -2.1;   -4.3;   -2.0;eor
       2483;20180218;   10;  11.5;   5.9;    3;   0.0;   7;    8.150;  20;   3.0;   4.1;  923.01;   -3.1;   83.54;    0.0;   -4.9;   -1.8;eor
       2483;20180219;   10;  10.3;   4.2;    3;   0.0;   0;    3.433;  20;   7.6;   4.0;  917.00;   -4.0;   87.21;   -1.4;   -6.1;   -1.2;eor
       2483;20180220;   10;  11.7;   4.2;    3;   0.0;   0;    7.650;  20;   5.1;   3.8;  915.24;   -4.1;   83.54;   -1.1;   -5.5;   -1.9;eor
       2483;20180221;   10;  14.2;   5.8;    3;   0.0;   0;    7.483;  20;   5.0;   3.4;  919.60;   -4.8;   80.79;   -2.0;   -6.7;   -0.9;eor
       2483;20180222;   10;  18.1;   7.5;    3;   0.0;   0;    5.367;  20;   4.8;   3.1;  918.78;   -6.1;   80.33;   -4.0;   -7.7;   -1.0;eor
       2483;20180223;   10;  17.6;   7.4;    3;   0.0;   0;    9.367;  20;   2.6;   2.4;  917.50;   -7.4;   69.17;   -5.0;  -10.0;   -1.0;eor
       2483;20180224;   10;  19.2;   9.3;    3;   0.0;   0;    5.883;  19;   3.4;   2.2;  920.17;   -8.6;   68.29;   -5.9;  -10.9;   -1.1;eor
       2483;20180225;   10;  18.3;   7.6;    3;   0.0;   7;    8.233;  20;   3.8;   1.9;  922.38;  -10.7;   71.21;   -8.0;  -13.0;   -1.6;eor
       2483;20180226;   10;  16.6;   7.5;    3;   0.1;   7;    2.950;  20;   7.3;   2.2;  920.50;  -10.8;   83.75;   -9.5;  -12.5;   -1.8;eor
       2483;20180227;   10;  14.9;   6.3;    3;   0.0;   7;    9.683;  23;   3.2;   1.8;  915.20;  -12.4;   75.54;   -9.7;  -15.0;   -2.3;eor
       2483;20180228;   10;  18.6;   7.2;    3;   0.0;   7;    4.400;  22;   4.6;   1.6;  913.97;  -14.7;   80.75;  -13.2;  -15.9;   -3.0;eor
       2483;20180301;   10;  20.2;  11.2;    3;   0.0;   0;    8.683;  20;   7.5;   1.7;  904.83;  -12.2;   70.38;   -8.1;  -15.5;   -3.5;eor
       2483;20180302;   10;  17.6;   9.7;    3;   0.8;   7;    7.117;  19;   7.0;   2.0;  896.83;  -10.7;   74.50;   -7.1;  -14.0;   -2.7;eor
       2483;20180303;   10;  11.9;   7.2;    3;   0.7;   8;    0.000;  20;   7.8;   3.1;  896.98;   -8.0;   90.21;   -4.9;  -10.2;   -2.4;eor
       2483;20180304;   10;  14.4;   6.3;    3;   0.7;   8;    2.567;  21;   7.8;   5.3;  898.00;   -1.5;   95.92;    1.6;   -4.9;   -1.2;eor
       2483;20180305;   10;  14.3;   6.5;    3;   0.0;   0;    3.033;  18;   5.2;   6.2;  896.61;    1.8;   89.46;    4.6;    0.4;   -0.1;eor
       2483;20180306;   10;   8.6;   3.9;    3;   0.3;   6;    7.650;  12;   6.9;   6.0;  893.47;    4.4;   72.38;    8.9;    1.0;   -0.1;eor
       2483;20180307;   10;  14.4;   5.3;    3;   3.6;   8;    0.333;  10;   7.5;   6.4;  895.74;    1.3;   95.42;    3.2;   -0.5;   -0.1;eor
       2483;20180308;   10;  17.9;   8.9;    3;  11.3;   8;    0.017;  12;   7.4;   5.8;  901.27;   -0.3;   97.04;    0.9;   -1.1;   -0.1;eor
